,pdb_id,lig_id,Total_Score,Crash,Polar
7122,24_3gr2_4jxs,1_0012,4.5286,-0.8199,3.7395
7123,24_3gr2_4jxs,1_0013,4.5001,-0.4731,3.8644
7124,24_3gr2_4jxs,1_0014,4.4656,-0.6565,5.5472
7125,24_3gr2_4jxs,1_0015,4.325,-1.2533,3.5597
7126,24_3gr2_4jxs,1_0016,4.2148,-0.6637,4.7299
7127,24_3gr2_4jxs,1_0017,4.2071,-1.3726,4.4871
7128,24_3gr2_4jxs,1_0018,4.0908,-0.4051,3.5918
7129,24_3gr2_4jxs,1_0019,4.0706,-0.4294,2.6497
7130,24_3gr2_4kz6,1_0000,3.9204,-0.3715,3.3002
7131,24_3gr2_4kz6,1_0001,3.774,-0.4229,3.4648
7132,24_3gr2_4kz6,1_0002,3.7445,-0.7874,3.9538
7133,24_3gr2_4kz6,1_0003,3.7119,-0.7298,3.5047
7134,24_3gr2_4kz6,1_0004,3.2619,-0.6523,3.4005
7135,24_3gr2_4kz6,1_0005,3.2428,-0.4288,2.5636
7136,24_3gr2_4kz6,1_0006,3.1058,-0.4948,2.5967
7137,24_3gr2_4kz6,1_0007,3.0849,-0.3965,3.2924
7138,24_3gr2_4kz6,1_0008,3.0607,-0.8498,2.1799
7139,24_3gr2_4kz6,1_0009,2.9528,-0.3721,2.5389
7140,24_3gr2_4kz6,1_0010,2.9007,-0.559,2.7708
7141,24_3gr2_4kz6,1_0011,2.8751,-0.5188,1.3218
7142,24_3gr2_4kz6,1_0012,2.8724,-0.5424,2.3709
7143,24_3gr2_4kz6,1_0013,2.863,-0.7227,2.5872
7144,24_3gr2_4kz6,1_0014,2.7831,-0.3019,2.5806
7145,24_3gr2_4kz6,1_0015,2.6992,-0.3043,1.9629
7146,24_3gr2_4kz6,1_0016,2.6229,-0.904,2.0668
7147,24_3gr2_4kz6,1_0017,2.559,-0.7818,1.4136
7148,24_3gr2_4kz6,1_0018,2.5287,-0.3751,1.4562
7149,24_3gr2_4kz6,1_0019,2.5178,-0.8572,2.3519
7150,24_3gv9_2r9w,1_0000,6.1904,-0.6903,4.4159
7151,24_3gv9_2r9w,1_0001,6.1527,-2.6357,2.4448
7152,24_3gv9_2r9w,1_0002,5.8358,-0.9205,3.3944
7153,24_3gv9_2r9w,1_0003,5.732,-2.0163,4.4811
7154,24_3gv9_2r9w,1_0004,5.724,-1.0916,4.7778
7155,24_3gv9_2r9w,1_0005,5.5722,-0.9487,4.1533
7156,24_3gv9_2r9w,1_0006,5.3617,-1.1257,4.4843
7157,24_3gv9_2r9w,1_0007,5.2661,-1.6895,3.1793
7158,24_3gv9_2r9w,1_0008,5.1768,-2.3072,2.8011
7159,24_3gv9_2r9w,1_0009,5.1444,-0.8789,2.5188
7160,24_3gv9_2r9w,1_0010,5.0947,-1.0008,4.5728
7161,24_3gv9_2r9w,1_0011,5.0863,-1.0448,3.004
7162,24_3gv9_2r9w,1_0012,4.9816,-1.5028,4.2221
7163,24_3gv9_2r9w,1_0013,4.9664,-1.9826,5.4819
7164,24_3gv9_2r9w,1_0014,4.8955,-3.6074,2.6821
7165,24_3gv9_2r9w,1_0015,4.8697,-2.0586,3.6403
7166,24_3gv9_2r9w,1_0016,4.7257,-1.8865,5.521
7167,24_3gv9_2r9w,1_0017,4.6945,-1.2098,2.5516
7168,24_3gv9_2r9w,1_0018,4.6647,-3.3212,3.1675
7169,24_3gv9_2r9w,1_0019,4.654,-1.8666,2.7409
7170,24_3gv9_3gr2,1_0000,3.0262,-0.2276,2.2989
7171,24_3gv9_3gr2,1_0001,2.8412,-0.369,2.9232
7172,24_3gv9_3gr2,1_0002,2.7131,-0.1605,2.2003
7173,24_3gv9_3gr2,1_0003,2.5507,-0.2542,1.2492
7174,24_3gv9_3gr2,1_0004,2.55,-0.1948,2.1581
7175,24_3gv9_3gr2,1_0005,2.5448,-0.2538,1.2122
7176,24_3gv9_3gr2,1_0006,2.4363,-0.4503,2.6608
7177,24_3gv9_3gr2,1_0007,2.4201,-0.2049,3.3836
7178,24_3gv9_3gr2,1_0008,2.3841,-0.9674,1.1084
7179,24_3gv9_3gr2,1_0009,2.3835,-1.5645,1.3965
7180,24_3gv9_3gr2,1_0010,2.3434,-1.6839,1.3414
7181,24_3gv9_3gr2,1_0011,2.2835,-0.6038,1.0067
7182,24_3gv9_3gr2,1_0012,2.2,-0.3508,1.1133
7183,24_3gv9_3gr2,1_0013,2.1327,-1.5098,1.5407
7184,24_3gv9_3gr2,1_0014,2.0218,-0.3726,1.0981
7185,24_3gv9_3gr2,1_0015,1.9878,-0.1671,3.0146
7186,24_3gv9_3gr2,1_0016,1.9574,-1.057,2.0192
7187,24_3gv9_3gr2,1_0017,1.9548,-0.4124,1.0852
7188,24_3gv9_3gr2,1_0018,1.9094,-1.0581,1.8465
7189,24_3gv9_3gr2,1_0019,1.9058,-1.0732,1.8108
7190,24_3gv9_3gv9,1_0000,3.573,-0.2219,3.4285
7191,24_3gv9_3gv9,1_0001,3.5101,-0.2124,3.519
7192,24_3gv9_3gv9,1_0002,3.3299,-0.1559,3.4822
7193,24_3gv9_3gv9,1_0003,3.2829,-0.3392,2.3453
7194,24_3gv9_3gv9,1_0004,3.2169,-0.2331,3.2236
7195,24_3gv9_3gv9,1_0005,3.197,-0.4051,2.3303
7196,24_3gv9_3gv9,1_0006,3.162,-0.36,3.6223
7197,24_3gv9_3gv9,1_0007,3.0649,-0.4087,3.6712
7198,24_3gv9_3gv9,1_0008,2.8922,-0.3137,2.19
7199,24_3gv9_3gv9,1_0009,2.854,-0.2256,2.5862
7200,24_3gv9_3gv9,1_0010,2.7887,-0.2972,2.1932
7201,24_3gv9_3gv9,1_0011,2.777,-0.279,2.8233
7202,24_3gv9_3gv9,1_0012,2.7506,-0.1099,2.4961
7203,24_3gv9_3gv9,1_0013,2.7148,-0.2852,2.7182
7204,24_3gv9_3gv9,1_0014,2.7146,-0.117,2.4747
7205,24_3gv9_3gv9,1_0015,2.6993,-0.3385,2.4804
7206,24_3gv9_3gv9,1_0016,2.6664,-0.1788,2.4263
7207,24_3gv9_3gv9,1_0017,2.665,-0.2863,2.6528
7208,24_3gv9_3gv9,1_0018,2.6549,-0.9968,3.1992
7209,24_3gv9_3gv9,1_0019,2.6357,-0.6368,1.435
7210,24_3gv9_4jxs,1_0000,5.928,-1.3374,6.5296
7211,24_3gv9_4jxs,1_0001,5.8704,-1.1499,6.2726
7212,24_3gv9_4jxs,1_0002,5.7919,-0.8816,5.8548
7213,24_3gv9_4jxs,1_0003,5.5757,-0.943,3.8972
7214,24_3gv9_4jxs,1_0004,5.4842,-1.0631,3.8962
7215,24_3gv9_4jxs,1_0005,5.4068,-1.2761,5.0753
7216,24_3gv9_4jxs,1_0006,5.3929,-1.2697,4.7723
7217,24_3gv9_4jxs,1_0007,5.3761,-0.6982,4.8483
7218,24_3gv9_4jxs,1_0008,5.2756,-1.0479,5.5905
7219,24_3gv9_4jxs,1_0009,5.2199,-1.1872,3.269
7220,24_3gv9_4jxs,1_0010,5.114,-1.2646,5.6791
7221,24_3gv9_4jxs,1_0011,5.0491,-0.634,6.3293
7222,24_3gv9_4jxs,1_0012,5.0106,-0.8032,3.5454
7223,24_3gv9_4jxs,1_0013,4.9658,-0.9091,3.4635
7224,24_3gv9_4jxs,1_0014,4.8737,-0.659,4.2566
7225,24_3gv9_4jxs,1_0015,4.7697,-1.373,4.0379
7226,24_3gv9_4jxs,1_0016,4.7647,-1.7084,4.2128
7227,24_3gv9_4jxs,1_0017,4.7093,-0.7508,4.9083
7228,24_3gv9_4jxs,1_0018,4.6581,-1.839,4.2786
7229,24_3gv9_4jxs,1_0019,4.6405,-0.7153,4.6943
7230,24_3gv9_4kz6,1_0000,4.6616,-1.5768,3.6762
7231,24_3gv9_4kz6,1_0001,4.4786,-1.0554,3.5552
7232,24_3gv9_4kz6,1_0002,4.4543,-0.5846,2.5612
7233,24_3gv9_4kz6,1_0003,4.347,-2.1894,3.7928
7234,24_3gv9_4kz6,1_0004,4.3034,-1.7151,2.848
7235,24_3gv9_4kz6,1_0005,4.2981,-0.9475,2.9973
7236,24_3gv9_4kz6,1_0006,4.2003,-1.3559,4.9144
7237,24_3gv9_4kz6,1_0007,4.1111,-0.4284,3.4231
7238,24_3gv9_4kz6,1_0008,4.0707,-1.5183,3.8794
7239,24_3gv9_4kz6,1_0009,4.0177,-1.1943,2.6837
7240,24_3gv9_4kz6,1_0010,3.9546,-1.5561,4.013
7241,24_3gv9_4kz6,1_0011,3.8568,-1.9127,3.0949
7242,24_3gv9_4kz6,1_0012,3.7959,-0.8551,3.0678
7243,24_3gv9_4kz6,1_0013,3.7629,-1.2064,5.0456
7244,24_3gv9_4kz6,1_0014,3.6722,-0.4636,2.5729
7245,24_3gv9_4kz6,1_0015,3.6715,-0.373,2.6365
7246,24_3gv9_4kz6,1_0016,3.6626,-0.9938,1.8478
7247,24_3gv9_4kz6,1_0017,3.6617,-0.4497,2.5268
7248,24_3gv9_4kz6,1_0018,3.5949,-1.1525,2.2678
7249,24_3gv9_4kz6,1_0019,3.5398,-0.5962,3.3132
7250,24_4jxs_2r9w,1_0000,6.6945,-1.5372,4.1987
7251,24_4jxs_2r9w,1_0001,6.4848,-1.0747,6.1783
7252,24_4jxs_2r9w,1_0002,6.4291,-0.8564,4.7054
7253,24_4jxs_2r9w,1_0003,6.3716,-1.0054,4.5924
7254,24_4jxs_2r9w,1_0004,6.3418,-1.5672,3.3927
7255,24_4jxs_2r9w,1_0005,6.2269,-0.9633,3.696
7256,24_4jxs_2r9w,1_0006,6.043,-1.4749,3.3036
7257,24_4jxs_2r9w,1_0007,5.9447,-1.4366,6.2512
7258,24_4jxs_2r9w,1_0008,5.9348,-1.2726,3.6533
7259,24_4jxs_2r9w,1_0009,5.8582,-1.7393,5.0725
7260,24_4jxs_2r9w,1_0010,5.7607,-1.4022,6.2689
7261,24_4jxs_2r9w,1_0011,5.7555,-1.201,5.0628
7262,24_4jxs_2r9w,1_0012,5.754,-1.1167,5.1229
7263,24_4jxs_2r9w,1_0013,5.7467,-1.4445,4.4341
7264,24_4jxs_2r9w,1_0014,5.6765,-1.5156,3.4823
7265,24_4jxs_2r9w,1_0015,5.6682,-0.7685,4.8744
7266,24_4jxs_2r9w,1_0016,5.6381,-0.9695,5.8335
7267,24_4jxs_2r9w,1_0017,5.6051,-1.3643,5.2254
7268,24_4jxs_2r9w,1_0018,5.5257,-1.7554,3.9517
7269,24_4jxs_2r9w,1_0019,5.3493,-1.8723,4.9489
7270,24_4jxs_3gr2,1_0000,3.7721,-0.5844,3.1482
7271,24_4jxs_3gr2,1_0001,3.744,-0.6334,3.2835
7272,24_4jxs_3gr2,1_0002,3.425,-1.6456,3.3648
7273,24_4jxs_3gr2,1_0003,3.2391,-0.7142,3.0623
7274,24_4jxs_3gr2,1_0004,3.1003,-0.2893,2.2025
7275,24_4jxs_3gr2,1_0005,3.0244,-0.1655,2.0919
7276,24_4jxs_3gr2,1_0006,2.8886,-0.2374,2.2283
7277,24_4jxs_3gr2,1_0007,2.8352,-0.2679,1.7241
7278,24_4jxs_3gr2,1_0008,2.8074,-0.2848,2.2287
7279,24_4jxs_3gr2,1_0009,2.6473,-0.4515,0.7154
7280,24_4jxs_3gr2,1_0010,2.5172,-0.1323,2.1569
7281,24_4jxs_3gr2,1_0011,2.5009,-0.2215,1.4202
7282,24_4jxs_3gr2,1_0012,2.418,-0.2603,1.608
7283,24_4jxs_3gr2,1_0013,2.3606,-1.3761,2.9669
7284,24_4jxs_3gr2,1_0014,2.3507,-1.2871,3.0335
7285,24_4jxs_3gr2,1_0015,2.307,-0.3188,1.105
7286,24_4jxs_3gr2,1_0016,2.2525,-0.3562,1.5731
7287,24_4jxs_3gr2,1_0017,2.2285,-0.1338,1.9396
7288,24_4jxs_3gr2,1_0018,2.2062,-1.3257,3.0088
7289,24_4jxs_3gr2,1_0019,2.1344,-0.5777,0.9098
7290,24_4jxs_3gv9,1_0000,3.4711,-0.3864,3.8314
7291,24_4jxs_3gv9,1_0001,3.2024,-0.4702,2.5366
7292,24_4jxs_3gv9,1_0002,3.183,-0.4648,2.5583
7293,24_4jxs_3gv9,1_0003,3.0564,-0.8586,2.7949
7294,24_4jxs_3gv9,1_0004,2.9551,-0.6265,3.1239
7295,24_4jxs_3gv9,1_0005,2.9011,-0.2344,3.2049
7296,24_4jxs_3gv9,1_0006,2.8404,-0.6442,1.7246
7297,24_4jxs_3gv9,1_0007,2.7738,-0.6405,1.713
7298,24_4jxs_3gv9,1_0008,2.7658,-0.2124,3.5211
7299,24_4jxs_3gv9,1_0009,2.711,-0.2972,3.525
7300,24_4jxs_3gv9,1_0010,2.57,-0.1834,2.1742
7301,24_4jxs_3gv9,1_0011,2.5523,-0.6656,4.0195
7302,24_4jxs_3gv9,1_0012,2.5163,-0.712,3.9412
7303,24_4jxs_3gv9,1_0013,2.5103,-0.113,2.6844
7304,24_4jxs_3gv9,1_0014,2.5015,-0.1485,2.2996
7305,24_4jxs_3gv9,1_0015,2.4781,-0.8199,3.2145
7306,24_4jxs_3gv9,1_0016,2.4769,-0.8407,3.1623
7307,24_4jxs_3gv9,1_0017,2.4554,-0.1494,2.3114
7308,24_4jxs_3gv9,1_0018,2.2481,-0.2391,1.8152
7309,24_4jxs_3gv9,1_0019,2.2346,-0.9852,3.1026
7310,24_4jxs_4jxs,1_0000,6.6206,-1.123,6.9381
7311,24_4jxs_4jxs,1_0001,6.617,-0.7584,6.178
7312,24_4jxs_4jxs,1_0002,6.5538,-0.872,5.1757
7313,24_4jxs_4jxs,1_0003,6.5324,-1.2533,6.8703
7314,24_4jxs_4jxs,1_0004,6.4879,-1.2305,5.2185
7315,24_4jxs_4jxs,1_0005,6.4571,-0.8831,6.2519
7316,24_4jxs_4jxs,1_0006,6.0645,-1.3553,6.3379
7317,24_4jxs_4jxs,1_0007,6.0438,-1.5793,5.1022
7318,24_4jxs_4jxs,1_0008,5.9592,-0.9832,3.803
7319,24_4jxs_4jxs,1_0009,5.8502,-0.9168,5.7624
7320,24_4jxs_4jxs,1_0010,5.8029,-1.094,5.0005
7321,24_4jxs_4jxs,1_0011,5.7091,-1.275,4.2706
7322,24_4jxs_4jxs,1_0012,5.6676,-0.6463,4.2617
7323,24_4jxs_4jxs,1_0013,5.6505,-0.6029,6.1137
7324,24_4jxs_4jxs,1_0014,5.6415,-0.9767,4.151
7325,24_4jxs_4jxs,1_0015,5.6179,-1.1855,5.0458
7326,24_4jxs_4jxs,1_0016,5.5689,-1.2975,3.6477
7327,24_4jxs_4jxs,1_0017,5.5545,-1.7392,5.5933
7328,24_4jxs_4jxs,1_0018,5.4878,-0.9466,4.2411
7329,24_4jxs_4jxs,1_0019,5.4084,-1.294,2.3013
7330,24_4jxs_4kz6,1_0000,5.3723,-0.6123,3.7095
7331,24_4jxs_4kz6,1_0001,5.1445,-0.6238,3.747
7332,24_4jxs_4kz6,1_0002,4.8682,-0.4845,3.7737
7333,24_4jxs_4kz6,1_0003,4.8167,-0.586,4.964
7334,24_4jxs_4kz6,1_0004,4.383,-0.3602,4.1075
7335,24_4jxs_4kz6,1_0005,4.2584,-0.3715,4.41
7336,24_4jxs_4kz6,1_0006,4.1697,-0.7009,3.7899
7337,24_4jxs_4kz6,1_0007,4.1565,-1.2254,3.51
7338,24_4jxs_4kz6,1_0008,4.1492,-1.3283,3.1239
7339,24_4jxs_4kz6,1_0009,4.1243,-1.0289,3.4413
7340,24_4jxs_4kz6,1_0010,4.1156,-0.4779,3.7721
7341,24_4jxs_4kz6,1_0011,3.9911,-3.2064,1.9512
7342,24_4jxs_4kz6,1_0012,3.9807,-0.8227,2.7784
7343,24_4jxs_4kz6,1_0013,3.8453,-1.7177,3.1635
7344,24_4jxs_4kz6,1_0014,3.7963,-0.6317,4.25
7345,24_4jxs_4kz6,1_0015,3.7497,-1.0418,3.3826
7346,24_4jxs_4kz6,1_0016,3.7283,-0.8827,3.9562
7347,24_4jxs_4kz6,1_0017,3.7156,-0.6725,3.3516
7348,24_4jxs_4kz6,1_0018,3.6987,-1.8763,4.6016
7349,24_4jxs_4kz6,1_0019,3.6308,-0.497,2.381
7350,24_4kz6_2r9w,1_0000,7.5412,-1.6075,5.0047
7351,24_4kz6_2r9w,1_0001,7.3528,-1.2894,4.8347
7352,24_4kz6_2r9w,1_0002,7.2409,-1.3797,4.9474
7353,24_4kz6_2r9w,1_0003,6.9592,-3.1584,5.5725
7354,24_4kz6_2r9w,1_0004,6.5461,-1.9221,3.9083
7355,24_4kz6_2r9w,1_0005,6.4722,-1.3398,4.5381
7356,24_4kz6_2r9w,1_0006,6.2494,-0.8455,2.7436
7357,24_4kz6_2r9w,1_0007,6.1565,-1.0543,4.2986
7358,24_4kz6_2r9w,1_0008,6.0591,-0.9529,4.8422
7359,24_4kz6_2r9w,1_0009,6.0489,-1.0262,3.7729
7360,24_4kz6_2r9w,1_0010,6.0326,-1.7208,4.5236
7361,24_4kz6_2r9w,1_0011,5.9489,-1.0137,2.5245
7362,24_4kz6_2r9w,1_0012,5.8834,-1.2671,4.4542
7363,24_4kz6_2r9w,1_0013,5.8528,-0.9319,4.1099
7364,24_4kz6_2r9w,1_0014,5.8118,-0.9444,3.4502
7365,24_4kz6_2r9w,1_0015,5.7897,-1.4844,4.7774
7366,24_4kz6_2r9w,1_0016,5.7818,-1.3745,2.5656
7367,24_4kz6_2r9w,1_0017,5.7511,-1.2648,4.4929
7368,24_4kz6_2r9w,1_0018,5.5531,-1.3466,4.3033
7369,24_4kz6_2r9w,1_0019,5.5441,-0.6027,4.4705
7370,24_4kz6_3gr2,1_0000,3.1312,-1.3958,1.5249
7371,24_4kz6_3gr2,1_0001,3.1025,-1.0727,1.5464
7372,24_4kz6_3gr2,1_0002,2.9542,-0.2254,2.5565
7373,24_4kz6_3gr2,1_0003,2.9373,-0.8369,2.2476
7374,24_4kz6_3gr2,1_0004,2.9165,-0.1647,2.1614
7375,24_4kz6_3gr2,1_0005,2.9163,-0.1946,2.1306
7376,24_4kz6_3gr2,1_0006,2.9098,-0.8251,2.1551
7377,24_4kz6_3gr2,1_0007,2.877,-0.2734,1.868
7378,24_4kz6_3gr2,1_0008,2.8436,-0.3727,1.144
7379,24_4kz6_3gr2,1_0009,2.8197,-0.3841,1.1409
7380,24_4kz6_3gr2,1_0010,2.7316,-0.3554,2.1627
7381,24_4kz6_3gr2,1_0011,2.7038,-0.2626,1.0989
7382,24_4kz6_3gr2,1_0012,2.6889,-0.2882,1.1217
7383,24_4kz6_3gr2,1_0013,2.6845,-0.7437,1.03
7384,24_4kz6_3gr2,1_0014,2.6203,-0.2657,1.1165
7385,24_4kz6_3gr2,1_0015,2.6146,-0.7258,1.0052
7386,24_4kz6_3gr2,1_0016,2.5331,-0.8026,0.9306
7387,24_4kz6_3gr2,1_0017,2.4762,-0.6902,3.504
7388,24_4kz6_3gr2,1_0018,2.423,-0.5214,1.7704
7389,24_4kz6_3gr2,1_0019,2.4118,-0.4895,1.9145
7390,24_4kz6_3gv9,1_0000,2.6132,-0.5116,1.8809
7391,24_4kz6_3gv9,1_0001,2.4259,-0.3127,2.4128
7392,24_4kz6_3gv9,1_0002,2.4022,-0.7988,2.4682
7393,24_4kz6_3gv9,1_0003,2.3843,-0.81,2.4453
7394,24_4kz6_3gv9,1_0004,2.2897,-0.8001,2.9396
7395,24_4kz6_3gv9,1_0005,2.2885,-0.746,1.8716
7396,24_4kz6_3gv9,1_0006,2.2626,-0.5435,1.571
7397,24_4kz6_3gv9,1_0007,2.2558,-0.4417,2.4331
7398,24_4kz6_3gv9,1_0008,2.2004,-0.5237,1.4544
7399,24_4kz6_3gv9,1_0009,2.1989,-0.0845,2.2942
7400,24_4kz6_3gv9,1_0010,2.172,-0.7525,2.9422
7401,24_4kz6_3gv9,1_0011,2.1327,-0.6492,2.6899
7402,24_4kz6_3gv9,1_0012,2.1098,-0.2679,2.3718
7403,24_4kz6_3gv9,1_0013,2.108,-1.1727,1.0545
7404,24_4kz6_3gv9,1_0014,2.0656,-0.0834,2.234
7405,24_4kz6_3gv9,1_0015,2.0509,-1.3075,1.1236
7406,24_4kz6_3gv9,1_0016,2.0217,-0.2723,2.5571
7407,24_4kz6_3gv9,1_0017,2.0184,-0.7272,1.4487
7408,24_4kz6_3gv9,1_0018,2.0,-0.7055,0.9794
7409,24_4kz6_3gv9,1_0019,1.968,-0.3622,3.0955
7410,24_4kz6_4jxs,1_0000,6.505,-1.3909,4.338
7411,24_4kz6_4jxs,1_0001,5.9318,-2.1302,4.9219
7412,24_4kz6_4jxs,1_0002,5.8211,-1.6015,5.215
7413,24_4kz6_4jxs,1_0003,5.8058,-3.1925,6.7649
7414,24_4kz6_4jxs,1_0004,5.5322,-0.8136,3.476
7415,24_4kz6_4jxs,1_0005,5.3831,-0.6812,5.9157
7416,24_4kz6_4jxs,1_0006,5.2838,-1.0372,6.0261
7417,24_4kz6_4jxs,1_0007,4.9715,-0.909,2.0281
7418,24_4kz6_4jxs,1_0008,4.9471,-0.8315,3.1433
7419,24_4kz6_4jxs,1_0009,4.898,-0.5211,5.748
7420,24_4kz6_4jxs,1_0010,4.8866,-0.8622,3.0636
7421,24_4kz6_4jxs,1_0011,4.8507,-0.9011,5.6458
7422,24_4kz6_4jxs,1_0012,4.8195,-0.8894,3.1204
7423,24_4kz6_4jxs,1_0013,4.7116,-1.8274,5.3124
7424,24_4kz6_4jxs,1_0014,4.7113,-0.8694,2.9949
7425,24_4kz6_4jxs,1_0015,4.6202,-2.2482,4.2694
7426,24_4kz6_4jxs,1_0016,4.4425,-1.179,4.3977
7427,24_4kz6_4jxs,1_0017,4.2829,-0.9848,3.4914
7428,24_4kz6_4jxs,1_0018,4.2824,-0.8298,3.3563
7429,24_4kz6_4jxs,1_0019,4.1739,-0.9573,2.6412
7430,24_4kz6_4kz6,1_0000,5.2428,-1.1591,4.6249
7431,24_4kz6_4kz6,1_0001,4.893,-0.7165,4.1211
7432,24_4kz6_4kz6,1_0002,4.733,-2.1249,3.9232
7433,24_4kz6_4kz6,1_0003,4.6991,-0.39,3.7903
7434,24_4kz6_4kz6,1_0004,4.5429,-0.5823,4.0642
7435,24_4kz6_4kz6,1_0005,4.5374,-0.7176,3.9892
7436,24_4kz6_4kz6,1_0006,4.5333,-0.8921,3.9851
7437,24_4kz6_4kz6,1_0007,4.4789,-1.3266,2.7196
7438,24_4kz6_4kz6,1_0008,4.4662,-1.8159,3.9643
7439,24_4kz6_4kz6,1_0009,4.4349,-0.7094,3.115
7440,24_4kz6_4kz6,1_0010,4.3924,-0.815,4.0367
7441,24_4kz6_4kz6,1_0011,4.2697,-0.2691,2.9071
7442,24_4kz6_4kz6,1_0012,4.1855,-1.2355,3.745
7443,24_4kz6_4kz6,1_0013,4.0088,-0.6944,3.2273
7444,24_4kz6_4kz6,1_0014,3.9241,-0.5778,3.3027
7445,24_4kz6_4kz6,1_0015,3.857,-0.7941,2.8419
7446,24_4kz6_4kz6,1_0016,3.8265,-1.2429,4.3495
7447,24_4kz6_4kz6,1_0017,3.8215,-0.8084,2.323
7448,24_4kz6_4kz6,1_0018,3.8033,-0.389,1.9581
7449,24_4kz6_4kz6,1_0019,3.7671,-1.3903,3.7507
7450,25_1bzc_1bzc,1_0000,10.5031,-2.1222,7.0639
7451,25_1bzc_1bzc,1_0001,10.4194,-1.8811,7.7613
7452,25_1bzc_1bzc,1_0002,9.5262,-3.3332,7.9299
7453,25_1bzc_1bzc,1_0003,9.3728,-1.8007,5.6538
7454,25_1bzc_1bzc,1_0004,9.2734,-1.8126,5.1175
7455,25_1bzc_1bzc,1_0005,9.1474,-1.8372,6.2544
7456,25_1bzc_1bzc,1_0006,8.8687,-2.6163,7.8179
7457,25_1bzc_1bzc,1_0007,8.6287,-2.5135,7.7963
7458,25_1bzc_1bzc,1_0008,8.4736,-2.5863,6.904
7459,25_1bzc_1bzc,1_0009,8.3215,-1.8459,5.2309
7460,25_1bzc_1bzc,1_0010,8.182,-2.5805,7.0799
7461,25_1bzc_1bzc,1_0011,8.1567,-2.4925,7.1793
7462,25_1bzc_1bzc,1_0012,8.1133,-2.1478,7.2465
7463,25_1bzc_1bzc,1_0013,8.1047,-2.9568,6.7885
7464,25_1bzc_1bzc,1_0014,8.0539,-1.5175,5.6761
7465,25_1bzc_1bzc,1_0015,7.9302,-2.152,7.2451
7466,25_1bzc_1bzc,1_0016,7.9178,-2.1279,7.4585
7467,25_1bzc_1bzc,1_0017,7.8033,-2.2632,5.7801
7468,25_1bzc_1bzc,1_0018,7.6186,-2.868,5.9814
7469,25_1bzc_1bzc,1_0019,7.5254,-1.931,6.5912
7470,25_1bzc_2hb1,1_0000,7.9033,-1.6855,7.6285
7471,25_1bzc_2hb1,1_0001,7.5338,-2.6144,7.0678
7472,25_1bzc_2hb1,1_0002,7.4512,-2.2184,8.3132
7473,25_1bzc_2hb1,1_0003,7.432,-1.8932,6.9825
7474,25_1bzc_2hb1,1_0004,7.2862,-2.0181,7.7639
7475,25_1bzc_2hb1,1_0005,7.1198,-3.1597,9.2744
7476,25_1bzc_2hb1,1_0006,6.6951,-3.1021,7.6118
7477,25_1bzc_2hb1,1_0007,6.6304,-3.2728,8.4554
7478,25_1bzc_2hb1,1_0008,6.6177,-2.2622,6.7783
7479,25_1bzc_2hb1,1_0009,6.5714,-2.5159,7.6206
7480,25_1bzc_2hb1,1_0010,6.5019,-2.3306,6.804
7481,25_1bzc_2hb1,1_0011,6.3459,-2.5736,6.6261
7482,25_1bzc_2hb1,1_0012,6.3335,-2.5184,6.1461
7483,25_1bzc_2hb1,1_0013,6.3072,-2.6916,5.8613
7484,25_1bzc_2hb1,1_0014,6.2659,-2.4402,6.5757
7485,25_1bzc_2hb1,1_0015,6.1809,-2.2304,6.0436
7486,25_1bzc_2hb1,1_0016,6.1515,-2.6123,6.8287
7487,25_1bzc_2hb1,1_0017,6.1274,-2.6577,5.5849
7488,25_1bzc_2hb1,1_0018,6.1253,-3.6963,7.4757
7489,25_1bzc_2hb1,1_0019,6.0414,-2.639,6.2503
7490,25_1bzc_2qbp,1_0000,8.8344,-3.4854,6.5539
7491,25_1bzc_2qbp,1_0001,8.6483,-3.5663,6.5819
7492,25_1bzc_2qbp,1_0002,8.5852,-2.5623,7.1483
7493,25_1bzc_2qbp,1_0003,8.5826,-2.4937,5.5727
7494,25_1bzc_2qbp,1_0004,8.1453,-3.5122,7.6936
7495,25_1bzc_2qbp,1_0005,8.088,-4.2551,6.4396
7496,25_1bzc_2qbp,1_0006,8.0707,-3.6259,7.0834
7497,25_1bzc_2qbp,1_0007,7.8828,-3.6791,7.1884
7498,25_1bzc_2qbp,1_0008,7.7136,-3.6569,6.8241
7499,25_1bzc_2qbp,1_0009,7.5469,-3.6317,7.2312
7500,25_1bzc_2qbp,1_0010,7.5177,-3.7791,7.0928
7501,25_1bzc_2qbp,1_0011,7.4339,-3.4575,7.5697
7502,25_1bzc_2qbp,1_0012,7.3558,-3.7695,6.7792
7503,25_1bzc_2qbp,1_0013,7.3368,-4.1651,6.9108
7504,25_1bzc_2qbp,1_0014,7.2111,-3.3739,7.3024
7505,25_1bzc_2qbp,1_0015,7.1604,-3.6727,6.7577
7506,25_1bzc_2qbp,1_0016,7.1501,-3.4143,6.7536
7507,25_1bzc_2qbp,1_0017,7.0977,-3.8657,7.0698
7508,25_1bzc_2qbp,1_0018,7.041,-3.4426,6.8527
7509,25_1bzc_2qbp,1_0019,7.022,-3.2922,6.5586
7510,25_1bzc_2qbq,1_0000,9.0083,-4.4006,6.7199
7511,25_1bzc_2qbq,1_0001,8.2891,-3.1225,6.807
7512,25_1bzc_2qbq,1_0002,8.1993,-3.1593,6.8728
