,pdb_id,lig_id,average_score,HPSCORE,HMSCORE,HSSCORE,VDW,HB,HP,HM,HS,RT
8142,26_1q8u_3ag9,1_0012,5.67,6.15,5.29,5.56,885.7,7.1,60.7,0.72,194.7,29.0
8143,26_1q8u_3ag9,1_0013,5.88,6.27,5.5,5.87,936.1,4.4,68.7,1.43,270.2,29.0
8144,26_1q8u_3ag9,1_0014,5.77,6.27,5.37,5.67,906.3,7.0,65.4,0.72,203.9,29.0
8145,26_1q8u_3ag9,1_0015,6.03,6.42,5.73,5.95,993.6,4.4,59.0,1.43,234.3,29.0
8146,26_1q8u_3ag9,1_0016,7.56,8.0,7.26,7.44,1228.7,8.9,103.4,1.79,289.3,29.0
8147,26_1q8u_3ag9,1_0017,5.65,6.07,5.15,5.74,891.9,5.4,59.9,0.72,265.4,29.0
8148,26_1q8u_3ag9,1_0018,5.88,6.37,5.46,5.8,929.1,7.1,66.7,0.72,211.2,29.0
8149,26_1q8u_3ag9,1_0019,6.52,6.94,5.93,6.7,1160.8,5.2,38.2,0.0,239.0,29.0
8150,26_1ydr_1q8t,1_0000,5.83,5.65,5.95,5.88,423.3,2.8,53.7,1.56,209.2,2.0
8151,26_1ydr_1q8t,1_0001,5.87,5.67,6.05,5.89,433.8,2.0,56.0,1.92,215.6,2.0
8152,26_1ydr_1q8t,1_0002,5.82,5.64,5.94,5.88,424.1,2.7,53.6,1.56,210.4,2.0
8153,26_1ydr_1q8t,1_0003,5.89,5.67,6.1,5.89,430.1,2.7,54.1,1.92,206.3,2.0
8154,26_1ydr_1q8t,1_0004,5.82,5.66,5.91,5.87,433.7,2.0,55.6,1.56,211.3,2.0
8155,26_1ydr_1q8t,1_0005,5.8,5.67,5.89,5.83,432.4,1.8,58.8,1.56,206.2,2.0
8156,26_1ydr_1q8t,1_0006,5.79,5.67,5.88,5.83,430.6,1.7,58.8,1.56,208.0,2.0
8157,26_1ydr_1q8t,1_0007,5.69,5.59,5.77,5.71,410.9,1.5,61.1,1.56,201.2,2.0
8158,26_1ydr_1q8t,1_0008,5.85,5.68,5.98,5.9,425.0,3.0,55.8,1.56,208.5,2.0
8159,26_1ydr_1q8t,1_0009,5.91,5.78,6.03,5.92,447.2,2.6,58.7,1.56,199.5,2.0
8160,26_1ydr_1q8t,1_0010,5.83,5.67,5.96,5.87,431.2,2.6,54.4,1.56,202.7,2.0
8161,26_1ydr_1q8t,1_0011,5.81,5.65,5.91,5.87,433.1,2.0,55.0,1.56,210.9,2.0
8162,26_1ydr_1q8t,1_0012,5.83,5.66,5.95,5.88,421.4,2.9,55.4,1.56,208.3,2.0
8163,26_1ydr_1q8t,1_0013,5.87,5.66,6.09,5.87,429.6,2.5,53.9,1.92,204.4,2.0
8164,26_1ydr_1q8t,1_0014,5.76,5.64,5.75,5.88,435.4,1.7,53.8,1.2,216.0,2.0
8165,26_1ydr_1q8t,1_0015,5.77,5.61,5.9,5.8,430.4,2.0,50.7,1.56,196.9,2.0
8166,26_1ydr_1q8t,1_0016,5.76,5.66,5.75,5.87,433.9,1.7,56.4,1.2,214.6,2.0
8167,26_1ydr_1q8t,1_0017,5.75,5.63,5.74,5.87,423.9,2.1,56.2,1.2,218.4,2.0
8168,26_1ydr_1q8t,1_0018,5.78,5.6,5.91,5.84,422.6,2.4,51.6,1.56,206.0,2.0
8169,26_1ydr_1q8t,1_0019,5.79,5.58,6.02,5.76,424.4,2.1,50.0,1.92,190.9,2.0
8170,26_1ydr_1q8u,1_0000,6.57,6.53,6.87,6.32,538.6,2.0,98.2,2.69,195.4,1.0
8171,26_1ydr_1q8u,1_0001,6.27,6.2,6.55,6.06,492.9,0.6,91.0,2.69,202.4,1.0
8172,26_1ydr_1q8u,1_0002,6.34,6.36,6.62,6.05,518.6,0.3,98.1,2.69,177.2,1.0
8173,26_1ydr_1q8u,1_0003,5.71,5.67,5.61,5.85,464.7,0.8,43.8,0.53,173.3,1.0
8174,26_1ydr_1q8u,1_0004,6.28,6.26,6.6,5.99,503.4,0.7,92.0,2.69,170.8,1.0
8175,26_1ydr_1q8u,1_0005,6.09,6.0,6.3,5.97,487.8,1.0,68.8,2.02,177.5,1.0
8176,26_1ydr_1q8u,1_0006,6.04,5.87,6.4,5.85,470.4,1.1,61.6,2.43,163.3,1.0
8177,26_1ydr_1q8u,1_0007,5.99,5.91,6.26,5.79,462.4,0.3,73.3,2.36,169.1,1.0
8178,26_1ydr_1q8u,1_0008,6.37,6.4,6.65,6.06,508.8,1.0,103.4,2.69,179.3,1.0
8179,26_1ydr_1q8u,1_0009,5.55,5.4,5.54,5.72,444.5,0.8,21.8,0.53,161.0,1.0
8180,26_1ydr_1q8u,1_0010,6.25,6.15,6.57,6.03,488.7,1.0,83.9,2.69,189.9,1.0
8181,26_1ydr_1q8u,1_0011,5.5,5.38,5.45,5.66,431.7,0.5,28.0,0.53,166.3,1.0
8182,26_1ydr_1q8u,1_0012,6.23,6.08,6.64,5.97,495.4,1.5,71.3,2.69,159.9,1.0
8183,26_1ydr_1q8u,1_0013,6.05,5.9,6.41,5.85,469.8,0.2,70.2,2.69,179.5,1.0
8184,26_1ydr_1q8u,1_0014,6.15,5.98,6.51,5.97,467.9,1.2,73.4,2.69,192.1,1.0
8185,26_1ydr_1q8u,1_0015,6.26,6.28,6.51,5.98,499.8,0.0,99.9,2.69,184.4,1.0
8186,26_1ydr_1q8u,1_0016,5.6,5.47,5.53,5.8,454.9,0.4,27.4,0.53,178.9,1.0
8187,26_1ydr_1q8u,1_0017,6.11,5.93,6.5,5.91,472.2,0.9,67.4,2.69,178.1,1.0
8188,26_1ydr_1q8u,1_0018,5.61,5.48,5.57,5.77,454.5,0.7,27.2,0.53,165.6,1.0
8189,26_1ydr_1q8u,1_0019,6.19,6.04,6.52,6.01,470.4,1.3,79.1,2.69,199.7,1.0
8190,26_1ydr_1ydr,1_0000,6.23,6.15,6.64,5.91,486.1,2.7,75.7,2.47,134.7,1.0
8191,26_1ydr_1ydr,1_0001,6.12,6.05,6.51,5.81,475.6,1.8,75.1,2.47,134.7,1.0
8192,26_1ydr_1ydr,1_0002,6.1,6.09,6.44,5.78,478.1,1.1,82.5,2.47,137.0,1.0
8193,26_1ydr_1ydr,1_0003,6.09,6.08,6.43,5.77,481.9,0.8,80.5,2.47,135.3,1.0
8194,26_1ydr_1ydr,1_0004,5.79,5.71,6.13,5.53,428.0,1.2,61.7,2.13,122.9,1.0
8195,26_1ydr_1ydr,1_0005,5.96,5.87,6.36,5.64,453.7,1.2,68.1,2.47,125.0,1.0
8196,26_1ydr_1ydr,1_0006,6.12,6.07,6.5,5.8,470.9,1.8,78.7,2.47,136.6,1.0
8197,26_1ydr_1ydr,1_0007,5.77,5.62,6.17,5.52,417.0,0.8,59.2,2.47,138.0,1.0
8198,26_1ydr_1ydr,1_0008,5.48,5.42,5.48,5.55,427.1,1.0,30.3,0.53,133.8,1.0
8199,26_1ydr_1ydr,1_0009,5.81,5.65,6.27,5.51,417.2,1.7,56.5,2.47,120.8,1.0
8200,26_1ydr_1ydr,1_0010,6.12,6.13,6.48,5.76,489.2,1.0,82.6,2.47,122.9,1.0
8201,26_1ydr_1ydr,1_0011,5.8,5.7,6.22,5.48,439.8,0.4,60.3,2.47,114.1,1.0
8202,26_1ydr_1ydr,1_0012,6.16,6.14,6.56,5.78,486.5,1.9,78.8,2.47,115.7,1.0
8203,26_1ydr_1ydr,1_0013,6.12,6.15,6.45,5.77,488.4,0.7,86.1,2.47,133.2,1.0
8204,26_1ydr_1ydr,1_0014,6.19,6.13,6.58,5.86,483.0,2.2,78.1,2.47,132.8,1.0
8205,26_1ydr_1ydr,1_0015,5.72,5.65,5.96,5.55,424.6,1.0,58.0,1.79,135.5,1.0
8206,26_1ydr_1ydr,1_0016,5.35,5.19,5.45,5.41,387.7,2.2,15.5,0.53,114.4,1.0
8207,26_1ydr_1ydr,1_0017,5.54,5.45,5.66,5.51,411.1,1.0,41.4,1.16,137.5,1.0
8208,26_1ydr_1ydr,1_0018,5.31,5.14,5.39,5.41,395.6,1.3,11.8,0.53,124.4,1.0
8209,26_1ydr_1ydr,1_0019,5.8,5.65,6.21,5.54,421.5,0.9,59.5,2.47,136.6,1.0
8210,26_1ydr_1ydt,1_0000,6.62,6.65,6.83,6.37,634.1,2.3,101.8,2.78,217.8,6.0
8211,26_1ydr_1ydt,1_0001,6.65,6.57,7.04,6.33,611.0,2.4,102.1,3.55,229.6,6.0
8212,26_1ydr_1ydt,1_0002,6.56,6.53,6.84,6.32,604.5,2.3,101.1,3.12,235.5,6.0
8213,26_1ydr_1ydt,1_0003,6.56,6.48,6.8,6.4,614.7,2.8,87.6,2.78,236.1,6.0
8214,26_1ydr_1ydt,1_0004,6.6,6.56,6.81,6.43,633.1,2.1,93.7,2.78,239.7,6.0
8215,26_1ydr_1ydt,1_0005,6.54,6.6,6.7,6.32,624.2,1.4,105.6,2.78,232.6,6.0
8216,26_1ydr_1ydt,1_0006,6.65,6.67,6.86,6.42,649.4,2.0,99.0,2.78,221.2,6.0
8217,26_1ydr_1ydt,1_0007,6.58,6.64,6.79,6.32,621.6,2.4,105.4,2.78,216.1,6.0
8218,26_1ydr_1ydt,1_0008,6.53,6.46,6.78,6.35,607.4,2.9,88.3,2.78,229.5,6.0
8219,26_1ydr_1ydt,1_0009,6.56,6.61,6.71,6.35,629.6,1.3,104.6,2.78,237.2,6.0
8220,26_1ydr_1ydt,1_0010,6.54,6.41,6.97,6.24,586.8,2.7,93.3,3.55,227.5,6.0
8221,26_1ydr_1ydt,1_0011,6.57,6.56,6.85,6.29,614.5,2.0,102.2,3.12,225.1,6.0
8222,26_1ydr_1ydt,1_0012,6.58,6.52,6.79,6.42,620.5,2.4,92.7,2.78,244.0,6.0
8223,26_1ydr_1ydt,1_0013,6.45,6.37,6.68,6.31,604.2,2.0,85.4,2.78,239.3,6.0
8224,26_1ydr_1ydt,1_0014,6.53,6.49,6.75,6.34,623.0,2.0,90.0,2.78,227.6,6.0
8225,26_1ydr_1ydt,1_0015,6.58,6.56,6.86,6.3,607.9,2.3,103.4,3.12,228.5,6.0
8226,26_1ydr_1ydt,1_0016,6.44,6.35,6.69,6.27,607.3,2.0,82.0,2.78,225.9,6.0
8227,26_1ydr_1ydt,1_0017,6.41,6.39,6.65,6.2,591.4,2.2,92.6,2.78,220.6,6.0
8228,26_1ydr_1ydt,1_0018,6.54,6.57,6.82,6.24,601.2,2.2,107.7,3.12,221.2,6.0
8229,26_1ydr_1ydt,1_0019,6.47,6.46,6.65,6.29,590.4,2.2,100.2,2.78,245.3,6.0
8230,26_1ydr_3ag9,1_0000,6.3,6.76,5.98,6.16,1004.4,7.9,71.5,1.07,213.9,29.0
8231,26_1ydr_3ag9,1_0001,5.8,6.29,5.45,5.68,929.7,4.1,74.5,1.43,235.8,29.0
8232,26_1ydr_3ag9,1_0002,7.48,7.96,6.96,7.53,1337.4,5.7,70.2,0.72,261.9,29.0
8233,26_1ydr_3ag9,1_0003,5.8,6.21,5.41,5.79,981.8,3.1,49.0,1.07,230.6,29.0
8234,26_1ydr_3ag9,1_0004,6.48,7.11,5.91,6.4,1099.8,3.4,95.6,1.07,260.5,29.0
8235,26_1ydr_3ag9,1_0005,5.83,6.24,5.46,5.8,935.4,4.1,67.8,1.43,260.2,29.0
8236,26_1ydr_3ag9,1_0006,5.84,6.15,5.71,5.65,933.6,2.5,68.4,2.51,254.5,29.0
8237,26_1ydr_3ag9,1_0007,7.36,7.81,6.91,7.37,1308.6,5.1,69.9,1.07,261.2,29.0
8238,26_1ydr_3ag9,1_0008,6.66,7.21,6.29,6.49,1137.3,4.3,83.9,1.43,226.3,29.0
8239,26_1ydr_3ag9,1_0009,6.53,6.99,6.27,6.33,1100.8,6.9,59.9,1.07,177.3,29.0
8240,26_1ydr_3ag9,1_0010,6.24,6.74,6.08,5.92,1030.2,5.0,74.7,1.79,178.8,29.0
8241,26_1ydr_3ag9,1_0011,5.68,6.07,5.48,5.48,935.4,2.9,55.8,1.79,203.4,29.0
8242,26_1ydr_3ag9,1_0012,5.29,5.87,4.68,5.33,881.2,2.6,58.7,0.36,224.6,29.0
8243,26_1ydr_3ag9,1_0013,5.57,5.92,5.43,5.35,888.6,4.3,51.5,1.79,192.2,29.0
8244,26_1ydr_3ag9,1_0014,6.56,7.03,6.25,6.38,1065.9,5.4,89.5,1.79,252.7,29.0
8245,26_1ydr_3ag9,1_0015,7.08,7.57,6.8,6.88,1149.4,6.1,107.9,2.15,280.4,29.0
8246,26_1ydr_3ag9,1_0016,6.09,6.53,6.0,5.73,1002.6,4.0,69.8,2.15,176.3,29.0
8247,26_1ydr_3ag9,1_0017,5.35,5.79,5.2,5.04,844.4,2.4,68.4,2.15,192.2,29.0
8248,26_1ydr_3ag9,1_0018,5.99,6.35,5.7,5.92,987.2,4.4,54.6,1.43,232.6,29.0
8249,26_1ydr_3ag9,1_0019,5.53,5.93,5.17,5.5,863.0,4.0,65.0,1.43,259.7,29.0
8250,26_1ydt_1q8t,1_0000,5.62,5.54,5.54,5.79,417.6,2.8,44.5,0.53,191.1,2.0
8251,26_1ydt_1q8t,1_0001,5.62,5.55,5.53,5.79,416.8,2.9,45.3,0.53,191.9,2.0
8252,26_1ydt_1q8t,1_0002,5.58,5.46,5.49,5.78,414.3,2.6,38.3,0.53,196.8,2.0
8253,26_1ydt_1q8t,1_0003,5.57,5.44,5.5,5.77,406.2,3.0,37.1,0.53,195.1,2.0
8254,26_1ydt_1q8t,1_0004,5.8,5.71,5.84,5.86,451.8,1.9,53.4,1.2,189.6,2.0
8255,26_1ydt_1q8t,1_0005,5.77,5.61,5.9,5.79,441.1,1.6,49.5,1.56,191.7,2.0
8256,26_1ydt_1q8t,1_0006,5.83,5.74,5.86,5.89,455.2,2.0,54.5,1.2,194.6,2.0
8257,26_1ydt_1q8t,1_0007,5.81,5.64,5.94,5.85,439.3,2.0,50.3,1.56,200.1,2.0
8258,26_1ydt_1q8t,1_0008,5.83,5.74,5.81,5.93,453.4,1.6,58.2,1.2,214.3,2.0
8259,26_1ydt_1q8t,1_0009,5.87,5.69,5.98,5.93,451.1,2.0,51.3,1.56,206.9,2.0
8260,26_1ydt_1q8t,1_0010,5.91,5.88,6.01,5.84,447.8,0.4,83.4,2.09,217.8,2.0
8261,26_1ydt_1q8t,1_0011,5.55,5.38,5.49,5.79,402.7,3.0,31.6,0.53,202.7,2.0
8262,26_1ydt_1q8t,1_0012,5.5,5.4,5.38,5.71,402.9,1.9,41.1,0.53,202.3,2.0
8263,26_1ydt_1q8t,1_0013,5.86,5.69,5.96,5.91,446.3,2.0,53.5,1.56,208.2,2.0
8264,26_1ydt_1q8t,1_0014,5.77,5.64,5.78,5.88,443.2,1.7,51.2,1.2,208.1,2.0
8265,26_1ydt_1q8t,1_0015,5.83,5.73,5.85,5.91,451.0,2.1,55.1,1.2,201.9,2.0
8266,26_1ydt_1q8t,1_0016,5.79,5.71,5.82,5.84,457.1,1.5,53.9,1.2,187.8,2.0
8267,26_1ydt_1q8t,1_0017,5.77,5.64,5.81,5.86,444.0,1.9,48.7,1.2,200.4,2.0
8268,26_1ydt_1q8t,1_0018,5.77,5.64,5.81,5.86,444.5,1.9,49.1,1.2,198.6,2.0
8269,26_1ydt_1q8t,1_0019,5.41,5.32,5.31,5.61,382.7,2.0,40.7,0.53,195.4,2.0
8270,26_1ydt_1q8u,1_0000,5.69,5.6,5.62,5.84,476.4,0.4,33.0,0.53,168.1,1.0
8271,26_1ydt_1q8u,1_0001,6.18,6.02,6.57,5.95,494.3,1.6,64.3,2.49,154.0,1.0
8272,26_1ydt_1q8u,1_0002,6.25,6.17,6.55,6.04,509.9,0.0,83.5,2.69,190.3,1.0
8273,26_1ydt_1q8u,1_0003,5.81,5.62,5.99,5.82,473.3,0.3,36.9,1.54,166.4,1.0
8274,26_1ydt_1q8u,1_0004,6.14,6.1,6.38,5.93,506.7,0.6,73.0,2.13,156.6,1.0
8275,26_1ydt_1q8u,1_0005,5.8,5.7,5.87,5.84,476.7,1.5,36.5,0.89,147.4,1.0
8276,26_1ydt_1q8u,1_0006,5.71,5.6,5.65,5.87,489.7,0.2,27.4,0.53,165.2,1.0
8277,26_1ydt_1q8u,1_0007,6.35,6.34,6.65,6.06,514.3,0.8,95.4,2.69,176.1,1.0
8278,26_1ydt_1q8u,1_0008,5.77,5.54,5.91,5.85,459.9,1.4,27.7,1.2,168.1,1.0
8279,26_1ydt_1q8u,1_0009,6.15,5.98,6.49,5.97,491.5,0.1,70.1,2.69,191.2,1.0
8280,26_1ydt_1q8u,1_0010,6.31,6.32,6.61,5.99,498.4,1.0,99.6,2.69,171.7,1.0
8281,26_1ydt_1q8u,1_0011,5.62,5.5,5.56,5.81,469.2,0.0,26.8,0.53,174.3,1.0
8282,26_1ydt_1q8u,1_0012,5.72,5.55,5.68,5.92,466.9,1.3,25.7,0.53,178.2,1.0
8283,26_1ydt_1q8u,1_0013,5.59,5.38,5.66,5.72,424.8,0.7,29.8,1.09,182.8,1.0
8284,26_1ydt_1q8u,1_0014,5.55,5.44,5.48,5.73,451.7,0.0,27.9,0.53,171.1,1.0
8285,26_1ydt_1q8u,1_0015,5.88,5.75,5.93,5.95,493.5,0.6,40.2,1.09,174.5,1.0
8286,26_1ydt_1q8u,1_0016,5.83,5.76,5.79,5.93,480.8,0.6,47.0,0.89,181.0,1.0
8287,26_1ydt_1q8u,1_0017,5.71,5.56,5.81,5.75,432.1,1.9,39.1,1.09,161.6,1.0
8288,26_1ydt_1q8u,1_0018,6.08,5.95,6.39,5.89,468.2,0.0,77.8,2.69,195.7,1.0
8289,26_1ydt_1q8u,1_0019,5.42,5.28,5.38,5.59,418.3,0.4,23.3,0.53,163.9,1.0
8290,26_1ydt_1ydr,1_0000,5.81,5.81,5.98,5.64,457.6,1.2,59.3,1.46,120.7,1.0
8291,26_1ydt_1ydr,1_0001,6.33,6.22,6.76,6.02,507.8,3.0,72.1,2.47,133.0,1.0
8292,26_1ydt_1ydr,1_0002,5.27,5.11,5.4,5.31,360.0,2.8,15.5,0.53,106.2,1.0
8293,26_1ydt_1ydr,1_0003,5.91,5.81,6.32,5.59,443.3,1.2,65.7,2.47,122.3,1.0
8294,26_1ydt_1ydr,1_0004,5.34,5.16,5.45,5.4,368.7,3.0,16.0,0.53,117.9,1.0
8295,26_1ydt_1ydr,1_0005,6.24,6.2,6.59,5.92,514.5,1.1,78.2,2.47,136.7,1.0
8296,26_1ydt_1ydr,1_0006,5.32,5.15,5.43,5.4,359.2,3.1,18.2,0.53,123.3,1.0
8297,26_1ydt_1ydr,1_0007,5.61,5.54,5.81,5.47,416.0,1.1,48.4,1.46,121.5,1.0
8298,26_1ydt_1ydr,1_0008,5.59,5.5,5.89,5.39,405.8,1.0,49.1,1.79,114.3,1.0
8299,26_1ydt_1ydr,1_0009,5.53,5.47,5.75,5.37,403.1,0.8,48.5,1.5,115.5,1.0
8300,26_1ydt_1ydr,1_0010,5.43,5.31,5.47,5.5,389.5,2.4,27.4,0.53,134.0,1.0
8301,26_1ydt_1ydr,1_0011,5.63,5.41,5.98,5.5,396.9,2.1,37.0,1.84,129.9,1.0
8302,26_1ydt_1ydr,1_0012,5.72,5.63,5.86,5.66,442.6,1.6,44.1,1.2,134.4,1.0
8303,26_1ydt_1ydr,1_0013,5.8,5.67,6.14,5.59,435.5,1.0,54.4,2.13,133.9,1.0
8304,26_1ydt_1ydr,1_0014,5.95,5.87,6.32,5.67,458.9,0.6,69.5,2.47,137.6,1.0
8305,26_1ydt_1ydr,1_0015,5.44,5.4,5.41,5.5,415.0,0.8,35.8,0.53,136.1,1.0
8306,26_1ydt_1ydr,1_0016,5.32,5.16,5.41,5.39,353.2,3.2,21.3,0.53,125.7,1.0
8307,26_1ydt_1ydr,1_0017,5.46,5.35,5.55,5.46,400.3,2.8,24.8,0.53,105.3,1.0
8308,26_1ydt_1ydr,1_0018,6.1,6.13,6.44,5.71,494.7,0.4,83.2,2.47,116.8,1.0
8309,26_1ydt_1ydr,1_0019,5.71,5.51,6.05,5.56,409.1,2.5,39.4,1.79,127.1,1.0
8310,26_1ydt_1ydt,1_0000,6.8,6.74,7.02,6.63,669.1,2.8,93.5,2.78,240.7,6.0
8311,26_1ydt_1ydt,1_0001,6.76,6.72,6.97,6.6,668.2,2.3,93.7,2.78,241.1,6.0
8312,26_1ydt_1ydt,1_0002,6.69,6.65,6.91,6.5,655.5,2.2,93.1,2.78,231.1,6.0
8313,26_1ydt_1ydt,1_0003,6.81,6.8,7.03,6.6,666.5,3.0,99.9,2.78,230.9,6.0
8314,26_1ydt_1ydt,1_0004,6.67,6.63,6.87,6.52,651.3,2.0,93.6,2.78,245.7,6.0
8315,26_1ydt_1ydt,1_0005,6.72,6.63,6.95,6.56,652.2,2.8,88.9,2.78,240.7,6.0
8316,26_1ydt_1ydt,1_0006,6.38,6.23,6.67,6.25,581.4,2.8,75.7,2.78,233.2,6.0
8317,26_1ydt_1ydt,1_0007,6.44,6.37,6.74,6.22,594.4,1.7,92.2,3.12,232.1,6.0
8318,26_1ydt_1ydt,1_0008,6.78,6.73,6.99,6.63,674.1,2.3,92.7,2.78,244.4,6.0
8319,26_1ydt_1ydt,1_0009,6.36,6.2,6.64,6.24,575.4,2.7,75.2,2.78,237.4,6.0
8320,26_1ydt_1ydt,1_0010,6.63,6.62,6.92,6.35,643.0,1.5,99.3,3.12,220.7,6.0
8321,26_1ydt_1ydt,1_0011,6.38,6.21,6.66,6.28,577.6,2.8,74.5,2.78,242.9,6.0
8322,26_1ydt_1ydt,1_0012,6.33,6.29,6.57,6.14,587.1,1.6,87.3,2.78,223.6,6.0
8323,26_1ydt_1ydt,1_0013,6.63,6.49,6.86,6.53,631.4,2.7,82.1,2.78,253.1,6.0
8324,26_1ydt_1ydt,1_0014,6.65,6.59,6.83,6.53,617.5,3.0,98.4,2.78,264.2,6.0
8325,26_1ydt_1ydt,1_0015,6.45,6.34,6.86,6.15,583.6,2.0,91.6,3.45,219.8,6.0
8326,26_1ydt_1ydt,1_0016,6.72,6.69,6.93,6.54,661.4,2.2,94.4,2.78,237.2,6.0
8327,26_1ydt_1ydt,1_0017,6.58,6.44,6.82,6.48,628.7,2.4,80.3,2.78,251.1,6.0
8328,26_1ydt_1ydt,1_0018,6.64,6.62,6.85,6.47,650.0,1.9,93.5,2.78,235.9,6.0
8329,26_1ydt_1ydt,1_0019,6.3,6.24,6.55,6.12,581.6,1.6,83.5,2.78,223.6,6.0
8330,26_1ydt_3ag9,1_0000,7.08,7.55,6.57,7.11,1234.5,6.0,68.8,0.72,254.5,29.0
8331,26_1ydt_3ag9,1_0001,7.09,7.54,6.57,7.15,1213.8,6.8,71.5,0.72,271.9,29.0
8332,26_1ydt_3ag9,1_0002,7.71,8.14,7.32,7.67,1342.9,6.3,83.6,1.43,278.9,29.0
8333,26_1ydt_3ag9,1_0003,6.96,7.32,6.62,6.94,1178.8,5.9,68.3,1.43,267.7,29.0
8334,26_1ydt_3ag9,1_0004,7.33,7.75,6.87,7.37,1257.7,6.6,76.6,1.07,285.1,29.0
8335,26_1ydt_3ag9,1_0005,7.0,7.41,6.58,7.01,1185.6,8.0,62.5,0.72,242.3,29.0
8336,26_1ydt_3ag9,1_0006,6.89,7.27,6.52,6.89,1167.4,5.4,70.5,1.43,277.9,29.0
8337,26_1ydt_3ag9,1_0007,7.13,7.61,6.46,7.32,1240.9,6.0,72.8,0.36,300.0,29.0
8338,26_1ydt_3ag9,1_0008,6.86,7.22,6.48,6.87,1157.5,6.7,62.3,1.07,257.5,29.0
8339,26_1ydt_3ag9,1_0009,6.89,7.25,6.63,6.79,1155.4,6.9,65.2,1.43,235.8,29.0
8340,26_1ydt_3ag9,1_0010,7.01,7.45,6.59,7.0,1181.9,8.2,67.5,0.72,238.5,29.0
8341,26_1ydt_3ag9,1_0011,6.93,7.29,6.61,6.9,1143.6,5.8,80.5,1.79,295.3,29.0
8342,26_1ydt_3ag9,1_0012,7.42,7.88,6.97,7.41,1295.6,7.5,68.9,0.72,241.0,29.0
8343,26_1ydt_3ag9,1_0013,7.39,7.83,6.92,7.42,1278.5,6.3,78.3,1.07,280.6,29.0
8344,26_1ydt_3ag9,1_0014,7.51,7.99,7.0,7.54,1324.2,5.3,81.9,1.07,285.9,29.0
8345,26_1ydt_3ag9,1_0015,6.79,7.29,6.25,6.82,1186.2,6.0,61.0,0.36,229.1,29.0
8346,26_1ydt_3ag9,1_0016,6.82,7.32,6.44,6.71,1180.2,6.8,61.7,0.72,192.0,29.0
8347,26_1ydt_3ag9,1_0017,7.52,7.94,7.11,7.52,1313.5,5.4,80.5,1.43,289.1,29.0
8348,26_1ydt_3ag9,1_0018,7.45,7.84,7.14,7.37,1273.8,5.9,84.1,1.79,281.6,29.0
8349,26_1ydt_3ag9,1_0019,6.54,7.12,5.94,6.56,1069.3,7.7,84.2,0.36,252.2,29.0
8350,26_3ag9_1q8t,1_0000,5.24,5.06,5.47,5.19,338.7,0.0,42.9,1.92,171.8,2.0
8351,26_3ag9_1q8t,1_0001,5.48,5.24,5.87,5.32,332.8,2.9,48.8,2.28,157.5,2.0
8352,26_3ag9_1q8t,1_0002,5.31,5.19,5.57,5.16,322.8,1.0,58.4,2.09,162.7,2.0
8353,26_3ag9_1q8t,1_0003,5.47,5.3,5.71,5.41,352.0,1.9,52.3,1.92,180.1,2.0
8354,26_3ag9_1q8t,1_0004,5.42,5.19,5.85,5.21,323.4,3.0,46.5,2.28,138.6,2.0
8355,26_3ag9_1q8t,1_0005,5.69,5.57,6.06,5.43,371.5,1.3,77.2,2.76,175.9,2.0
8356,26_3ag9_1q8t,1_0006,5.45,5.3,5.71,5.32,352.4,1.8,52.9,1.92,158.0,2.0
8357,26_3ag9_1q8t,1_0007,5.42,5.24,5.66,5.35,336.4,2.8,47.5,1.71,164.2,2.0
8358,26_3ag9_1q8t,1_0008,5.33,5.11,5.6,5.28,323.8,1.9,44.1,1.92,175.9,2.0
8359,26_3ag9_1q8t,1_0009,5.23,5.1,5.49,5.12,301.8,1.0,57.9,2.09,172.9,2.0
8360,26_3ag9_1q8t,1_0010,5.37,5.2,5.61,5.28,332.7,3.0,43.9,1.58,146.5,2.0
8361,26_3ag9_1q8t,1_0011,5.32,5.18,5.67,5.11,317.5,0.9,59.9,2.42,157.4,2.0
8362,26_3ag9_1q8t,1_0012,5.25,5.11,5.38,5.25,339.0,0.0,48.6,1.69,187.1,2.0
8363,26_3ag9_1q8t,1_0013,5.33,5.15,5.62,5.22,331.0,1.8,45.5,1.92,153.1,2.0
8364,26_3ag9_1q8t,1_0014,5.31,5.18,5.57,5.17,320.9,1.0,58.6,2.09,167.4,2.0
8365,26_3ag9_1q8t,1_0015,5.4,5.04,5.89,5.27,310.9,2.0,40.5,2.76,183.5,2.0
8366,26_3ag9_1q8t,1_0016,4.78,4.62,4.97,4.75,223.4,1.0,39.5,1.56,158.6,2.0
8367,26_3ag9_1q8t,1_0017,5.36,5.2,5.68,5.2,318.0,1.0,61.2,2.42,176.9,2.0
8368,26_3ag9_1q8t,1_0018,5.23,5.09,5.38,5.23,337.9,0.0,46.5,1.69,181.8,2.0
8369,26_3ag9_1q8t,1_0019,4.75,4.59,4.94,4.71,218.8,0.9,38.9,1.56,154.7,2.0
8370,26_3ag9_1q8u,1_0000,5.6,5.42,5.87,5.49,376.0,1.9,48.2,1.82,152.6,1.0
8371,26_3ag9_1q8u,1_0001,5.15,4.81,5.73,4.89,277.0,1.1,29.5,2.69,116.3,1.0
8372,26_3ag9_1q8u,1_0002,5.38,5.22,5.56,5.36,374.6,1.5,29.3,1.15,128.3,1.0
