,pdb_id,lig_id,Vina_Score
1591,13_2w66_2w66,1_0015,-4.7
1592,13_2w66_2w66,1_0016,-4.6
1593,13_2w66_2w66,1_0017,-4.6
1594,13_2w66_2w66,1_0018,-4.5
1595,13_2w66_2w66,1_0019,-4.5
1596,13_2w66_2wca,1_0000,-8.7
1597,13_2w66_2wca,1_0001,-7.9
1598,13_2w66_2wca,1_0002,-7.1
1599,13_2w66_2wca,1_0003,-7.1
1600,13_2w66_2wca,1_0004,-7.0
1601,13_2w66_2wca,1_0005,-7.0
1602,13_2w66_2wca,1_0006,-7.0
1603,13_2w66_2wca,1_0007,-7.0
1604,13_2w66_2wca,1_0008,-6.9
1605,13_2w66_2wca,1_0009,-6.8
1606,13_2w66_2wca,1_0010,-6.6
1607,13_2w66_2wca,1_0011,-6.5
1608,13_2w66_2wca,1_0012,-6.3
1609,13_2w66_2wca,1_0013,-6.2
1610,13_2w66_2wca,1_0014,-6.1
1611,13_2w66_2wca,1_0015,-5.8
1612,13_2w66_2wca,1_0016,-5.8
1613,13_2w66_2wca,1_0017,-5.7
1614,13_2w66_2wca,1_0018,-5.6
1615,13_2w66_2wca,1_0019,-5.5
1616,13_2w66_2xj7,1_0000,-6.8
1617,13_2w66_2xj7,1_0001,-6.5
1618,13_2w66_2xj7,1_0002,-6.5
1619,13_2w66_2xj7,1_0003,-5.8
1620,13_2w66_2xj7,1_0004,-5.6
1621,13_2w66_2xj7,1_0005,-5.5
1622,13_2w66_2xj7,1_0006,-5.4
1623,13_2w66_2xj7,1_0007,-5.3
1624,13_2w66_2xj7,1_0008,-5.3
1625,13_2w66_2xj7,1_0009,-5.2
1626,13_2w66_2xj7,1_0010,-5.1
1627,13_2w66_2xj7,1_0011,-5.0
1628,13_2w66_2xj7,1_0012,-5.0
1629,13_2w66_2xj7,1_0013,-4.8
1630,13_2w66_2xj7,1_0014,-4.8
1631,13_2w66_2xj7,1_0015,-4.8
1632,13_2w66_2xj7,1_0016,-4.7
1633,13_2w66_2xj7,1_0017,-4.6
1634,13_2w66_2xj7,1_0018,-4.5
1635,13_2w66_2xj7,1_0019,-4.4
1636,13_2wca_2vvn,1_0000,-6.1
1637,13_2wca_2vvn,1_0001,-6.1
1638,13_2wca_2vvn,1_0002,-5.9
1639,13_2wca_2vvn,1_0003,-5.8
1640,13_2wca_2vvn,1_0004,-5.7
1641,13_2wca_2vvn,1_0005,-5.4
1642,13_2wca_2vvn,1_0006,-5.3
1643,13_2wca_2vvn,1_0007,-5.2
1644,13_2wca_2vvn,1_0008,-5.2
1645,13_2wca_2vvn,1_0009,-5.1
1646,13_2wca_2vvn,1_0010,-4.7
1647,13_2wca_2vvn,1_0011,-4.6
1648,13_2wca_2vvn,1_0012,-4.6
1649,13_2wca_2vvn,1_0013,-4.5
1650,13_2wca_2vvn,1_0014,-4.4
1651,13_2wca_2vvn,1_0015,-4.3
1652,13_2wca_2vvn,1_0016,-4.3
1653,13_2wca_2vvn,1_0017,-4.2
1654,13_2wca_2vvn,1_0018,-4.2
1655,13_2wca_2vvn,1_0019,-4.0
1656,13_2wca_2w4x,1_0000,-7.2
1657,13_2wca_2w4x,1_0001,-6.9
1658,13_2wca_2w4x,1_0002,-6.3
1659,13_2wca_2w4x,1_0003,-6.2
1660,13_2wca_2w4x,1_0004,-6.2
1661,13_2wca_2w4x,1_0005,-6.0
1662,13_2wca_2w4x,1_0006,-5.9
1663,13_2wca_2w4x,1_0007,-5.9
1664,13_2wca_2w4x,1_0008,-5.9
1665,13_2wca_2w4x,1_0009,-5.8
1666,13_2wca_2w4x,1_0010,-5.5
1667,13_2wca_2w4x,1_0011,-5.5
1668,13_2wca_2w4x,1_0012,-5.5
1669,13_2wca_2w4x,1_0013,-5.3
1670,13_2wca_2w4x,1_0014,-5.3
1671,13_2wca_2w4x,1_0015,-5.2
1672,13_2wca_2w4x,1_0016,-5.2
1673,13_2wca_2w4x,1_0017,-5.1
1674,13_2wca_2w4x,1_0018,-5.1
1675,13_2wca_2w4x,1_0019,-5.0
1676,13_2wca_2w66,1_0000,-6.5
1677,13_2wca_2w66,1_0001,-5.7
1678,13_2wca_2w66,1_0002,-5.6
1679,13_2wca_2w66,1_0003,-5.6
1680,13_2wca_2w66,1_0004,-5.3
1681,13_2wca_2w66,1_0005,-5.3
1682,13_2wca_2w66,1_0006,-5.3
1683,13_2wca_2w66,1_0007,-5.3
1684,13_2wca_2w66,1_0008,-5.3
1685,13_2wca_2w66,1_0009,-5.2
1686,13_2wca_2w66,1_0010,-4.9
1687,13_2wca_2w66,1_0011,-4.8
1688,13_2wca_2w66,1_0012,-4.7
1689,13_2wca_2w66,1_0013,-4.6
1690,13_2wca_2w66,1_0014,-4.6
1691,13_2wca_2w66,1_0015,-4.6
1692,13_2wca_2w66,1_0016,-4.5
1693,13_2wca_2w66,1_0017,-4.5
1694,13_2wca_2w66,1_0018,-4.5
1695,13_2wca_2w66,1_0019,-2.4
1696,13_2wca_2wca,1_0000,-8.5
1697,13_2wca_2wca,1_0001,-8.4
1698,13_2wca_2wca,1_0002,-8.0
1699,13_2wca_2wca,1_0003,-7.9
1700,13_2wca_2wca,1_0004,-7.7
1701,13_2wca_2wca,1_0005,-7.7
1702,13_2wca_2wca,1_0006,-7.3
1703,13_2wca_2wca,1_0007,-7.3
1704,13_2wca_2wca,1_0008,-7.2
1705,13_2wca_2wca,1_0009,-7.1
1706,13_2wca_2wca,1_0010,-7.0
1707,13_2wca_2wca,1_0011,-6.8
1708,13_2wca_2wca,1_0012,-6.7
1709,13_2wca_2wca,1_0013,-6.7
1710,13_2wca_2wca,1_0014,-6.3
1711,13_2wca_2wca,1_0015,-6.3
1712,13_2wca_2wca,1_0016,-6.2
1713,13_2wca_2wca,1_0017,-6.1
1714,13_2wca_2wca,1_0018,-6.1
1715,13_2wca_2wca,1_0019,-6.1
1716,13_2wca_2xj7,1_0000,-6.6
1717,13_2wca_2xj7,1_0001,-6.0
1718,13_2wca_2xj7,1_0002,-5.8
1719,13_2wca_2xj7,1_0003,-5.4
1720,13_2wca_2xj7,1_0004,-5.4
1721,13_2wca_2xj7,1_0005,-4.9
1722,13_2wca_2xj7,1_0006,-4.9
1723,13_2wca_2xj7,1_0007,-4.7
1724,13_2wca_2xj7,1_0008,-4.7
1725,13_2wca_2xj7,1_0009,-4.6
1726,13_2wca_2xj7,1_0010,-4.6
1727,13_2wca_2xj7,1_0011,-4.5
1728,13_2wca_2xj7,1_0012,-4.5
1729,13_2wca_2xj7,1_0013,-4.4
1730,13_2wca_2xj7,1_0014,-4.4
1731,13_2wca_2xj7,1_0015,-4.4
1732,13_2wca_2xj7,1_0016,-4.3
1733,13_2wca_2xj7,1_0017,-4.2
1734,13_2wca_2xj7,1_0018,-4.2
1735,13_2wca_2xj7,1_0019,-4.1
1736,13_2xj7_2vvn,1_0000,-7.0
1737,13_2xj7_2vvn,1_0001,-6.6
1738,13_2xj7_2vvn,1_0002,-6.5
1739,13_2xj7_2vvn,1_0003,-5.3
1740,13_2xj7_2vvn,1_0004,-5.3
1741,13_2xj7_2vvn,1_0005,-5.0
1742,13_2xj7_2vvn,1_0006,-4.9
1743,13_2xj7_2vvn,1_0007,-4.8
1744,13_2xj7_2vvn,1_0008,-4.8
1745,13_2xj7_2vvn,1_0009,-4.8
1746,13_2xj7_2vvn,1_0010,-4.7
1747,13_2xj7_2vvn,1_0011,-4.7
1748,13_2xj7_2vvn,1_0012,-4.6
1749,13_2xj7_2vvn,1_0013,-4.5
1750,13_2xj7_2vvn,1_0014,-4.5
1751,13_2xj7_2vvn,1_0015,-4.5
1752,13_2xj7_2vvn,1_0016,-4.4
1753,13_2xj7_2vvn,1_0017,-4.4
1754,13_2xj7_2vvn,1_0018,-4.3
1755,13_2xj7_2vvn,1_0019,-4.3
1756,13_2xj7_2w4x,1_0000,-6.5
1757,13_2xj7_2w4x,1_0001,-6.2
1758,13_2xj7_2w4x,1_0002,-5.9
1759,13_2xj7_2w4x,1_0003,-5.5
1760,13_2xj7_2w4x,1_0004,-5.5
1761,13_2xj7_2w4x,1_0005,-5.2
1762,13_2xj7_2w4x,1_0006,-5.0
1763,13_2xj7_2w4x,1_0007,-4.9
1764,13_2xj7_2w4x,1_0008,-4.9
1765,13_2xj7_2w4x,1_0009,-4.9
1766,13_2xj7_2w4x,1_0010,-4.8
1767,13_2xj7_2w4x,1_0011,-4.8
1768,13_2xj7_2w4x,1_0012,-4.7
1769,13_2xj7_2w4x,1_0013,-4.6
1770,13_2xj7_2w4x,1_0014,-4.5
1771,13_2xj7_2w4x,1_0015,-4.5
1772,13_2xj7_2w4x,1_0016,-4.5
1773,13_2xj7_2w4x,1_0017,-4.4
1774,13_2xj7_2w4x,1_0018,-4.4
1775,13_2xj7_2w4x,1_0019,-4.2
1776,13_2xj7_2w66,1_0000,-7.3
1777,13_2xj7_2w66,1_0001,-6.6
1778,13_2xj7_2w66,1_0002,-6.1
1779,13_2xj7_2w66,1_0003,-6.0
1780,13_2xj7_2w66,1_0004,-5.8
1781,13_2xj7_2w66,1_0005,-5.5
1782,13_2xj7_2w66,1_0006,-5.5
1783,13_2xj7_2w66,1_0007,-5.4
1784,13_2xj7_2w66,1_0008,-5.4
1785,13_2xj7_2w66,1_0009,-5.3
1786,13_2xj7_2w66,1_0010,-5.3
1787,13_2xj7_2w66,1_0011,-5.2
1788,13_2xj7_2w66,1_0012,-5.1
1789,13_2xj7_2w66,1_0013,-5.1
1790,13_2xj7_2w66,1_0014,-5.1
1791,13_2xj7_2w66,1_0015,-5.1
1792,13_2xj7_2w66,1_0016,-5.0
1793,13_2xj7_2w66,1_0017,-5.0
1794,13_2xj7_2w66,1_0018,-4.9
1795,13_2xj7_2w66,1_0019,-4.8
1796,13_2xj7_2wca,1_0000,-7.1
1797,13_2xj7_2wca,1_0001,-7.0
1798,13_2xj7_2wca,1_0002,-6.6
1799,13_2xj7_2wca,1_0003,-6.5
1800,13_2xj7_2wca,1_0004,-6.2
1801,13_2xj7_2wca,1_0005,-6.1
1802,13_2xj7_2wca,1_0006,-6.1
1803,13_2xj7_2wca,1_0007,-5.9
1804,13_2xj7_2wca,1_0008,-5.8
1805,13_2xj7_2wca,1_0009,-5.8
1806,13_2xj7_2wca,1_0010,-5.8
1807,13_2xj7_2wca,1_0011,-5.8
1808,13_2xj7_2wca,1_0012,-5.7
1809,13_2xj7_2wca,1_0013,-5.6
1810,13_2xj7_2wca,1_0014,-5.5
1811,13_2xj7_2wca,1_0015,-5.3
1812,13_2xj7_2wca,1_0016,-5.3
1813,13_2xj7_2wca,1_0017,-5.2
1814,13_2xj7_2wca,1_0018,-5.2
1815,13_2xj7_2wca,1_0019,-5.1
1816,13_2xj7_2xj7,1_0000,-6.3
1817,13_2xj7_2xj7,1_0001,-6.2
1818,13_2xj7_2xj7,1_0002,-6.1
1819,13_2xj7_2xj7,1_0003,-5.9
1820,13_2xj7_2xj7,1_0004,-5.7
1821,13_2xj7_2xj7,1_0005,-5.7
1822,13_2xj7_2xj7,1_0006,-5.5
1823,13_2xj7_2xj7,1_0007,-5.5
1824,13_2xj7_2xj7,1_0008,-5.1
1825,13_2xj7_2xj7,1_0009,-5.0
1826,13_2xj7_2xj7,1_0010,-5.0
1827,13_2xj7_2xj7,1_0011,-5.0
1828,13_2xj7_2xj7,1_0012,-4.9
1829,13_2xj7_2xj7,1_0013,-4.8
1830,13_2xj7_2xj7,1_0014,-4.8
1831,13_2xj7_2xj7,1_0015,-4.8
1832,13_2xj7_2xj7,1_0016,-4.8
1833,13_2xj7_2xj7,1_0017,-4.7
1834,13_2xj7_2xj7,1_0018,-4.7
1835,13_2xj7_2xj7,1_0019,-4.7
1836,14_3arp_3arp,1_0000,-10.0
1837,14_3arp_3arp,1_0001,-9.8
1838,14_3arp_3arp,1_0002,-9.8
1839,14_3arp_3arp,1_0003,-9.7
1840,14_3arp_3arp,1_0004,-9.7
1841,14_3arp_3arp,1_0005,-9.7
1842,14_3arp_3arp,1_0006,-9.6
1843,14_3arp_3arp,1_0007,-9.6
1844,14_3arp_3arp,1_0008,-9.5
1845,14_3arp_3arp,1_0009,-9.5
1846,14_3arp_3arp,1_0010,-9.5
1847,14_3arp_3arp,1_0011,-9.4
1848,14_3arp_3arp,1_0012,-9.4
1849,14_3arp_3arp,1_0013,-9.4
1850,14_3arp_3arp,1_0014,-9.3
1851,14_3arp_3arp,1_0015,-9.3
1852,14_3arp_3arp,1_0016,-9.2
1853,14_3arp_3arp,1_0017,-9.2
1854,14_3arp_3arp,1_0018,-9.2
1855,14_3arp_3arp,1_0019,-9.2
1856,14_3arp_3arq,1_0000,-11.8
1857,14_3arp_3arq,1_0001,-11.3
1858,14_3arp_3arq,1_0002,-11.1
1859,14_3arp_3arq,1_0003,-11.0
1860,14_3arp_3arq,1_0004,-10.7
1861,14_3arp_3arq,1_0005,-10.7
1862,14_3arp_3arq,1_0006,-10.7
1863,14_3arp_3arq,1_0007,-10.5
1864,14_3arp_3arq,1_0008,-9.8
1865,14_3arp_3arq,1_0009,-9.7
1866,14_3arp_3arq,1_0010,-9.6
1867,14_3arp_3arq,1_0011,-9.5
1868,14_3arp_3arq,1_0012,-9.0
1869,14_3arp_3arq,1_0013,-8.9
1870,14_3arp_3arq,1_0014,-8.8
1871,14_3arp_3arq,1_0015,-8.7
1872,14_3arp_3arq,1_0016,-8.7
1873,14_3arp_3arq,1_0017,-8.4
1874,14_3arp_3arq,1_0018,-8.3
1875,14_3arp_3arq,1_0019,-8.2
1876,14_3arp_3aru,1_0000,-7.1
1877,14_3arp_3aru,1_0001,-7.0
1878,14_3arp_3aru,1_0002,-7.0
1879,14_3arp_3aru,1_0003,-7.0
1880,14_3arp_3aru,1_0004,-7.0
1881,14_3arp_3aru,1_0005,-6.9
1882,14_3arp_3aru,1_0006,-6.9
1883,14_3arp_3aru,1_0007,-6.9
1884,14_3arp_3aru,1_0008,-6.8
1885,14_3arp_3aru,1_0009,-6.8
1886,14_3arp_3aru,1_0010,-6.8
1887,14_3arp_3aru,1_0011,-6.7
1888,14_3arp_3aru,1_0012,-6.7
1889,14_3arp_3aru,1_0013,-6.6
1890,14_3arp_3aru,1_0014,-6.5
1891,14_3arp_3aru,1_0015,-6.4
1892,14_3arp_3aru,1_0016,-6.4
1893,14_3arp_3aru,1_0017,-6.3
1894,14_3arp_3aru,1_0018,-6.0
1895,14_3arp_3aru,1_0019,-6.0
1896,14_3arp_3arv,1_0000,-11.3
1897,14_3arp_3arv,1_0001,-11.3
1898,14_3arp_3arv,1_0002,-11.2
1899,14_3arp_3arv,1_0003,-11.2
1900,14_3arp_3arv,1_0004,-11.2
1901,14_3arp_3arv,1_0005,-11.0
1902,14_3arp_3arv,1_0006,-11.0
1903,14_3arp_3arv,1_0007,-10.9
1904,14_3arp_3arv,1_0008,-10.9
1905,14_3arp_3arv,1_0009,-10.9
1906,14_3arp_3arv,1_0010,-10.8
1907,14_3arp_3arv,1_0011,-10.7
1908,14_3arp_3arv,1_0012,-10.7
1909,14_3arp_3arv,1_0013,-10.6
1910,14_3arp_3arv,1_0014,-10.6
1911,14_3arp_3arv,1_0015,-10.6
1912,14_3arp_3arv,1_0016,-10.6
1913,14_3arp_3arv,1_0017,-10.6
1914,14_3arp_3arv,1_0018,-10.5
1915,14_3arp_3arv,1_0019,-10.4
1916,14_3arp_3ary,1_0000,-7.7
1917,14_3arp_3ary,1_0001,-7.7
1918,14_3arp_3ary,1_0002,-7.6
1919,14_3arp_3ary,1_0003,-7.5
1920,14_3arp_3ary,1_0004,-7.5
1921,14_3arp_3ary,1_0005,-7.4
1922,14_3arp_3ary,1_0006,-7.3
1923,14_3arp_3ary,1_0007,-7.2
1924,14_3arp_3ary,1_0008,-7.1
1925,14_3arp_3ary,1_0009,-6.9
1926,14_3arp_3ary,1_0010,-6.8
1927,14_3arp_3ary,1_0011,-6.8
1928,14_3arp_3ary,1_0012,-6.8
1929,14_3arp_3ary,1_0013,-6.7
1930,14_3arp_3ary,1_0014,-6.7
1931,14_3arp_3ary,1_0015,-6.6
1932,14_3arp_3ary,1_0016,-6.5
1933,14_3arp_3ary,1_0017,-6.5
1934,14_3arp_3ary,1_0018,-6.3
1935,14_3arp_3ary,1_0019,-6.3
1936,14_3arq_3arp,1_0000,-10.1
1937,14_3arq_3arp,1_0001,-10.0
1938,14_3arq_3arp,1_0002,-9.5
1939,14_3arq_3arp,1_0003,-9.5
1940,14_3arq_3arp,1_0004,-9.4
1941,14_3arq_3arp,1_0005,-9.3
1942,14_3arq_3arp,1_0006,-9.3
1943,14_3arq_3arp,1_0007,-9.3
1944,14_3arq_3arp,1_0008,-9.3
1945,14_3arq_3arp,1_0009,-9.1
1946,14_3arq_3arp,1_0010,-9.1
1947,14_3arq_3arp,1_0011,-9.1
1948,14_3arq_3arp,1_0012,-9.1
1949,14_3arq_3arp,1_0013,-9.1
1950,14_3arq_3arp,1_0014,-9.1
1951,14_3arq_3arp,1_0015,-9.0
1952,14_3arq_3arp,1_0016,-8.9
1953,14_3arq_3arp,1_0017,-8.9
1954,14_3arq_3arp,1_0018,-8.9
1955,14_3arq_3arp,1_0019,-8.8
1956,14_3arq_3arq,1_0000,-11.1
1957,14_3arq_3arq,1_0001,-10.9
1958,14_3arq_3arq,1_0002,-10.6
1959,14_3arq_3arq,1_0003,-10.5
1960,14_3arq_3arq,1_0004,-10.3
1961,14_3arq_3arq,1_0005,-10.0
1962,14_3arq_3arq,1_0006,-10.0
1963,14_3arq_3arq,1_0007,-9.6
1964,14_3arq_3arq,1_0008,-9.2
1965,14_3arq_3arq,1_0009,-9.0
1966,14_3arq_3arq,1_0010,-8.9
1967,14_3arq_3arq,1_0011,-8.9
1968,14_3arq_3arq,1_0012,-8.8
1969,14_3arq_3arq,1_0013,-8.8
1970,14_3arq_3arq,1_0014,-8.7
1971,14_3arq_3arq,1_0015,-8.4
1972,14_3arq_3arq,1_0016,-8.4
1973,14_3arq_3arq,1_0017,-8.3
1974,14_3arq_3arq,1_0018,-8.3
1975,14_3arq_3arq,1_0019,-8.3
1976,14_3arq_3aru,1_0000,-7.1
1977,14_3arq_3aru,1_0001,-7.0
1978,14_3arq_3aru,1_0002,-7.0
1979,14_3arq_3aru,1_0003,-7.0
1980,14_3arq_3aru,1_0004,-7.0
1981,14_3arq_3aru,1_0005,-6.9
1982,14_3arq_3aru,1_0006,-6.8
1983,14_3arq_3aru,1_0007,-6.8
1984,14_3arq_3aru,1_0008,-6.6
1985,14_3arq_3aru,1_0009,-6.6
1986,14_3arq_3aru,1_0010,-6.6
1987,14_3arq_3aru,1_0011,-6.6
1988,14_3arq_3aru,1_0012,-6.6
1989,14_3arq_3aru,1_0013,-6.4
1990,14_3arq_3aru,1_0014,-6.4
1991,14_3arq_3aru,1_0015,-6.2
1992,14_3arq_3aru,1_0016,-6.2
1993,14_3arq_3aru,1_0017,-6.1
1994,14_3arq_3aru,1_0018,-5.9
1995,14_3arq_3aru,1_0019,-5.9
1996,14_3arq_3arv,1_0000,-11.2
1997,14_3arq_3arv,1_0001,-11.1
1998,14_3arq_3arv,1_0002,-11.1
1999,14_3arq_3arv,1_0003,-11.0
2000,14_3arq_3arv,1_0004,-10.9
2001,14_3arq_3arv,1_0005,-10.8
2002,14_3arq_3arv,1_0006,-10.8
2003,14_3arq_3arv,1_0007,-10.7
2004,14_3arq_3arv,1_0008,-10.6
2005,14_3arq_3arv,1_0009,-10.5
2006,14_3arq_3arv,1_0010,-10.5
2007,14_3arq_3arv,1_0011,-10.5
2008,14_3arq_3arv,1_0012,-10.4
2009,14_3arq_3arv,1_0013,-10.3
2010,14_3arq_3arv,1_0014,-10.3
2011,14_3arq_3arv,1_0015,-10.3
2012,14_3arq_3arv,1_0016,-10.3
2013,14_3arq_3arv,1_0017,-10.2
2014,14_3arq_3arv,1_0018,-10.1
2015,14_3arq_3arv,1_0019,-10.1
2016,14_3arq_3ary,1_0000,-7.7
2017,14_3arq_3ary,1_0001,-7.5
2018,14_3arq_3ary,1_0002,-7.4
2019,14_3arq_3ary,1_0003,-7.4
2020,14_3arq_3ary,1_0004,-7.3
2021,14_3arq_3ary,1_0005,-7.2
2022,14_3arq_3ary,1_0006,-7.1
2023,14_3arq_3ary,1_0007,-7.1
2024,14_3arq_3ary,1_0008,-6.8
2025,14_3arq_3ary,1_0009,-6.8
2026,14_3arq_3ary,1_0010,-6.8
2027,14_3arq_3ary,1_0011,-6.6
2028,14_3arq_3ary,1_0012,-6.6
2029,14_3arq_3ary,1_0013,-6.5
2030,14_3arq_3ary,1_0014,-6.4
2031,14_3arq_3ary,1_0015,-6.4
2032,14_3arq_3ary,1_0016,-6.4
2033,14_3arq_3ary,1_0017,-6.4
2034,14_3arq_3ary,1_0018,-6.1
2035,14_3arq_3ary,1_0019,-5.9
2036,14_3aru_3arp,1_0000,-9.2
2037,14_3aru_3arp,1_0001,-8.8
2038,14_3aru_3arp,1_0002,-8.8
2039,14_3aru_3arp,1_0003,-8.7
2040,14_3aru_3arp,1_0004,-8.6
2041,14_3aru_3arp,1_0005,-8.6
2042,14_3aru_3arp,1_0006,-8.5
2043,14_3aru_3arp,1_0007,-8.5
2044,14_3aru_3arp,1_0008,-8.4
2045,14_3aru_3arp,1_0009,-8.4
2046,14_3aru_3arp,1_0010,-8.3
2047,14_3aru_3arp,1_0011,-8.3
2048,14_3aru_3arp,1_0012,-8.3
2049,14_3aru_3arp,1_0013,-8.3
2050,14_3aru_3arp,1_0014,-8.2
2051,14_3aru_3arp,1_0015,-8.2
2052,14_3aru_3arp,1_0016,-8.0
2053,14_3aru_3arp,1_0017,-8.0
2054,14_3aru_3arp,1_0018,-8.0
2055,14_3aru_3arp,1_0019,-8.0
2056,14_3aru_3arq,1_0000,-9.1
2057,14_3aru_3arq,1_0001,-8.8
2058,14_3aru_3arq,1_0002,-8.7
2059,14_3aru_3arq,1_0003,-8.7
2060,14_3aru_3arq,1_0004,-8.5
2061,14_3aru_3arq,1_0005,-8.4
2062,14_3aru_3arq,1_0006,-8.4
2063,14_3aru_3arq,1_0007,-8.3
2064,14_3aru_3arq,1_0008,-8.2
2065,14_3aru_3arq,1_0009,-8.2
2066,14_3aru_3arq,1_0010,-8.2
2067,14_3aru_3arq,1_0011,-8.0
2068,14_3aru_3arq,1_0012,-8.0
2069,14_3aru_3arq,1_0013,-7.9
2070,14_3aru_3arq,1_0014,-7.7
2071,14_3aru_3arq,1_0015,-7.7
2072,14_3aru_3arq,1_0016,-7.6
2073,14_3aru_3arq,1_0017,-7.5
2074,14_3aru_3arq,1_0018,-7.4
2075,14_3aru_3arq,1_0019,-7.4
2076,14_3aru_3aru,1_0000,-6.5
2077,14_3aru_3aru,1_0001,-6.4
2078,14_3aru_3aru,1_0002,-6.4
2079,14_3aru_3aru,1_0003,-6.3
2080,14_3aru_3aru,1_0004,-6.3
2081,14_3aru_3aru,1_0005,-6.2
2082,14_3aru_3aru,1_0006,-6.1
2083,14_3aru_3aru,1_0007,-6.1
2084,14_3aru_3aru,1_0008,-6.1
2085,14_3aru_3aru,1_0009,-6.1
2086,14_3aru_3aru,1_0010,-6.0
2087,14_3aru_3aru,1_0011,-6.0
2088,14_3aru_3aru,1_0012,-5.8
2089,14_3aru_3aru,1_0013,-5.8
2090,14_3aru_3aru,1_0014,-5.7
2091,14_3aru_3aru,1_0015,-5.7
2092,14_3aru_3aru,1_0016,-5.6
2093,14_3aru_3aru,1_0017,-5.6
2094,14_3aru_3aru,1_0018,-5.5
2095,14_3aru_3aru,1_0019,-5.4
2096,14_3aru_3arv,1_0000,-10.8
2097,14_3aru_3arv,1_0001,-10.4
2098,14_3aru_3arv,1_0002,-10.1
2099,14_3aru_3arv,1_0003,-9.6
2100,14_3aru_3arv,1_0004,-9.5
2101,14_3aru_3arv,1_0005,-9.5
2102,14_3aru_3arv,1_0006,-9.1
2103,14_3aru_3arv,1_0007,-8.9
2104,14_3aru_3arv,1_0008,-8.8
2105,14_3aru_3arv,1_0009,-8.6
2106,14_3aru_3arv,1_0010,-8.5
2107,14_3aru_3arv,1_0011,-8.5
2108,14_3aru_3arv,1_0012,-8.3
2109,14_3aru_3arv,1_0013,-8.1
2110,14_3aru_3arv,1_0014,-8.1
2111,14_3aru_3arv,1_0015,-8.0
2112,14_3aru_3arv,1_0016,-8.0
2113,14_3aru_3arv,1_0017,-7.9
2114,14_3aru_3ary,1_0000,-6.5
2115,14_3aru_3ary,1_0001,-6.5
2116,14_3aru_3ary,1_0002,-6.4
2117,14_3aru_3ary,1_0003,-6.1
2118,14_3aru_3ary,1_0004,-5.9
2119,14_3aru_3ary,1_0005,-5.9
2120,14_3aru_3ary,1_0006,-5.8
2121,14_3aru_3ary,1_0007,-5.6
2122,14_3aru_3ary,1_0008,-5.5
2123,14_3aru_3ary,1_0009,-5.5
2124,14_3aru_3ary,1_0010,-5.3
2125,14_3aru_3ary,1_0011,-5.2
2126,14_3aru_3ary,1_0012,-5.2
2127,14_3aru_3ary,1_0013,-5.2
2128,14_3aru_3ary,1_0014,-5.2
2129,14_3aru_3ary,1_0015,-5.1
2130,14_3aru_3ary,1_0016,-5.0
2131,14_3aru_3ary,1_0017,-5.0
2132,14_3aru_3ary,1_0018,-4.9
2133,14_3aru_3ary,1_0019,-4.8
2134,14_3arv_3arp,1_0000,-9.7
2135,14_3arv_3arp,1_0001,-9.5
2136,14_3arv_3arp,1_0002,-9.3
2137,14_3arv_3arp,1_0003,-9.3
2138,14_3arv_3arp,1_0004,-9.1
2139,14_3arv_3arp,1_0005,-9.0
2140,14_3arv_3arp,1_0006,-9.0
2141,14_3arv_3arp,1_0007,-8.8
2142,14_3arv_3arp,1_0008,-8.8
2143,14_3arv_3arp,1_0009,-8.8
2144,14_3arv_3arp,1_0010,-8.7
2145,14_3arv_3arp,1_0011,-8.7
2146,14_3arv_3arp,1_0012,-8.6
2147,14_3arv_3arp,1_0013,-8.5
2148,14_3arv_3arp,1_0014,-8.4
2149,14_3arv_3arp,1_0015,-8.4
2150,14_3arv_3arp,1_0016,-8.4
2151,14_3arv_3arp,1_0017,-8.4
2152,14_3arv_3arp,1_0018,-8.4
2153,14_3arv_3arp,1_0019,-8.3
2154,14_3arv_3arq,1_0000,-11.8
2155,14_3arv_3arq,1_0001,-11.5
2156,14_3arv_3arq,1_0002,-11.1
2157,14_3arv_3arq,1_0003,-10.7
2158,14_3arv_3arq,1_0004,-10.7
2159,14_3arv_3arq,1_0005,-10.5
2160,14_3arv_3arq,1_0006,-10.5
2161,14_3arv_3arq,1_0007,-10.4
2162,14_3arv_3arq,1_0008,-10.1
2163,14_3arv_3arq,1_0009,-9.9
2164,14_3arv_3arq,1_0010,-9.8
2165,14_3arv_3arq,1_0011,-9.8
2166,14_3arv_3arq,1_0012,-9.7
2167,14_3arv_3arq,1_0013,-9.1
2168,14_3arv_3arq,1_0014,-8.9
2169,14_3arv_3arq,1_0015,-8.9
2170,14_3arv_3arq,1_0016,-8.8
2171,14_3arv_3arq,1_0017,-8.3
2172,14_3arv_3arq,1_0018,-7.9
2173,14_3arv_3arq,1_0019,-7.8
2174,14_3arv_3aru,1_0000,-7.1
2175,14_3arv_3aru,1_0001,-7.1
2176,14_3arv_3aru,1_0002,-7.1
2177,14_3arv_3aru,1_0003,-7.0
2178,14_3arv_3aru,1_0004,-6.9
2179,14_3arv_3aru,1_0005,-6.9
2180,14_3arv_3aru,1_0006,-6.8
2181,14_3arv_3aru,1_0007,-6.8
2182,14_3arv_3aru,1_0008,-6.7
2183,14_3arv_3aru,1_0009,-6.6
2184,14_3arv_3aru,1_0010,-6.4
2185,14_3arv_3aru,1_0011,-6.4
2186,14_3arv_3aru,1_0012,-6.4
2187,14_3arv_3aru,1_0013,-6.3
