,pdb_id,lig_id,average_score,HPSCORE,HMSCORE,HSSCORE,VDW,HB,HP,HM,HS,RT
5209,20_2xii_2wvt,1_0019,4.25,4.23,4.41,4.11,190.2,2.7,0.0,0.0,0.0,2.0
5210,20_2xii_2xii,1_0000,6.53,6.34,6.47,6.78,602.9,4.8,39.1,0.53,217.4,2.0
5211,20_2xii_2xii,1_0001,6.86,6.66,7.62,6.3,547.7,3.6,106.5,4.37,175.5,2.0
5212,20_2xii_2xii,1_0002,6.06,5.64,6.69,5.86,464.9,5.0,22.0,2.47,121.2,2.0
5213,20_2xii_2xii,1_0003,6.03,5.78,6.97,5.35,398.1,3.2,77.3,4.37,94.5,2.0
5214,20_2xii_2xii,1_0004,6.36,5.97,7.34,5.78,451.2,4.7,66.1,4.37,122.4,2.0
5215,20_2xii_2xii,1_0005,6.14,5.83,7.03,5.56,442.7,2.0,69.8,4.37,124.5,2.0
5216,20_2xii_2xii,1_0006,5.75,5.5,6.51,5.24,371.8,0.8,72.0,4.03,135.3,2.0
5217,20_2xii_2xii,1_0007,6.21,5.95,6.83,5.84,454.9,0.8,85.8,4.03,205.1,2.0
5218,20_2xii_2xii,1_0008,6.01,5.75,6.89,5.39,416.3,1.6,74.8,4.37,115.2,2.0
5219,20_2xii_2xii,1_0009,6.17,5.83,6.78,5.89,506.4,2.1,41.8,3.02,140.8,2.0
5220,20_2xii_2xii,1_0010,6.12,5.74,7.07,5.56,445.0,2.3,57.3,4.37,115.5,2.0
5221,20_2xii_2xii,1_0011,6.07,5.85,6.69,5.68,419.4,1.9,83.6,3.73,178.3,2.0
5222,20_2xii_2xii,1_0012,6.14,5.79,6.85,5.79,439.5,2.9,62.4,3.69,167.4,2.0
5223,20_2xii_2xii,1_0013,6.27,5.83,7.3,5.67,432.9,5.0,56.7,4.37,108.0,2.0
5224,20_2xii_2xii,1_0014,5.53,5.46,5.54,5.6,439.7,2.0,29.9,0.53,136.7,2.0
5225,20_2xii_2xii,1_0015,5.6,5.33,6.18,5.28,346.1,1.1,62.9,3.4,167.7,2.0
5226,20_2xii_2xii,1_0016,5.82,5.65,6.31,5.5,365.8,1.7,85.5,3.36,190.2,2.0
5227,20_2xii_2xii,1_0017,5.73,5.52,6.55,5.12,356.6,0.6,82.0,4.37,124.8,2.0
5228,20_2xii_2xii,1_0018,5.9,5.7,6.51,5.47,416.6,0.4,76.9,3.69,155.7,2.0
5229,20_2xii_2xii,1_0019,5.05,4.81,5.93,4.42,217.9,0.0,68.3,4.37,100.8,2.0
5230,20_2xii_4j28,1_0000,5.71,5.41,6.18,5.54,390.4,4.1,27.4,1.88,109.7,1.0
5231,20_2xii_4j28,1_0001,5.74,5.54,6.15,5.53,402.4,3.4,41.0,1.88,109.2,1.0
5232,20_2xii_4j28,1_0002,5.17,4.99,5.33,5.19,345.7,1.4,16.3,0.87,116.9,1.0
5233,20_2xii_4j28,1_0003,5.19,4.95,5.5,5.12,302.8,2.2,26.3,1.54,127.3,1.0
5234,20_2xii_4j28,1_0004,5.07,4.9,5.15,5.14,304.6,2.6,18.6,0.53,124.2,1.0
5235,20_2xii_4j28,1_0005,5.32,5.09,5.58,5.3,360.4,0.7,25.2,1.54,142.1,1.0
5236,20_2xii_4j28,1_0006,5.12,4.92,5.42,5.02,289.4,2.0,30.6,1.54,120.6,1.0
5237,20_2xii_4j28,1_0007,5.13,4.93,5.49,4.97,303.6,0.8,32.3,1.88,114.7,1.0
5238,20_2xii_4j28,1_0008,4.6,4.34,5.08,4.38,181.4,1.6,16.8,1.88,76.1,1.0
5239,20_2xii_4j28,1_0009,5.08,4.85,5.17,5.23,292.3,3.2,14.0,0.53,146.0,1.0
5240,20_2xii_4j28,1_0010,4.95,4.79,5.24,4.82,283.9,0.4,28.7,1.54,106.0,1.0
5241,20_2xii_4j28,1_0011,5.1,4.82,5.54,4.93,294.6,1.7,19.5,1.88,98.6,1.0
5242,20_2xii_4j28,1_0012,4.59,4.41,5.03,4.35,172.5,1.4,28.9,1.88,80.1,1.0
5243,20_2xii_4j28,1_0013,4.96,4.74,5.32,4.81,256.8,1.0,31.0,1.88,119.3,1.0
5244,20_2xii_4j28,1_0014,5.06,4.86,5.1,5.2,300.9,2.2,17.7,0.53,149.5,1.0
5245,20_2xii_4j28,1_0015,4.82,4.69,4.88,4.9,284.6,0.6,15.3,0.53,120.1,1.0
5246,20_2xii_4j28,1_0016,4.81,4.62,5.2,4.61,222.7,1.2,32.1,1.88,99.0,1.0
5247,20_2xii_4j28,1_0017,4.96,4.67,5.31,4.91,246.8,2.5,18.9,1.54,123.9,1.0
5248,20_2xii_4j28,1_0018,5.03,4.79,5.18,5.11,257.7,3.4,21.4,0.87,147.9,1.0
5249,20_2xii_4j28,1_0019,4.64,4.41,5.07,4.42,196.5,0.9,22.2,1.88,84.0,1.0
5250,20_2xii_4jfs,1_0000,5.56,5.42,5.83,5.42,402.2,2.7,38.5,1.5,117.0,2.0
5251,20_2xii_4jfs,1_0001,4.78,4.78,4.85,4.73,299.4,0.7,25.0,0.53,82.2,2.0
5252,20_2xii_4jfs,1_0002,5.06,4.89,5.49,4.79,300.2,0.7,36.5,2.17,95.9,2.0
5253,20_2xii_4jfs,1_0003,4.98,4.86,5.18,4.91,285.9,3.2,24.4,0.87,95.5,2.0
5254,20_2xii_4jfs,1_0004,5.04,4.91,5.27,4.93,309.1,2.0,28.1,1.2,99.4,2.0
5255,20_2xii_4jfs,1_0005,5.08,4.94,5.44,4.86,316.0,0.9,34.0,1.84,94.2,2.0
5256,20_2xii_4jfs,1_0006,4.43,4.27,4.9,4.11,158.8,0.5,31.9,2.17,73.7,2.0
5257,20_2xii_4jfs,1_0007,4.82,4.74,5.03,4.67,275.2,0.9,30.4,1.2,89.5,2.0
5258,20_2xii_4jfs,1_0008,4.82,4.68,5.04,4.73,277.2,0.9,22.2,1.2,100.6,2.0
5259,20_2xii_4jfs,1_0009,4.93,4.66,5.29,4.85,277.3,2.2,12.9,1.5,108.2,2.0
5260,20_2xii_4jfs,1_0010,4.89,4.78,5.12,4.78,309.7,0.6,21.8,1.16,88.3,2.0
5261,20_2xii_4jfs,1_0011,4.69,4.53,5.15,4.38,209.7,2.2,28.3,1.84,58.5,2.0
5262,20_2xii_4jfs,1_0012,4.85,4.71,5.1,4.75,280.0,2.7,13.6,0.87,70.1,2.0
5263,20_2xii_4jfs,1_0013,4.77,4.71,4.87,4.73,323.2,0.0,11.3,0.53,72.0,2.0
5264,20_2xii_4jfs,1_0014,4.74,4.64,4.92,4.65,269.0,2.6,11.8,0.53,58.3,2.0
5265,20_2xii_4jfs,1_0015,4.55,4.34,5.07,4.24,189.6,1.0,23.1,2.17,64.6,2.0
5266,20_2xii_4jfs,1_0016,4.25,4.15,4.76,3.85,137.4,0.0,31.3,2.17,38.0,2.0
5267,20_2xii_4jfs,1_0017,4.65,4.49,5.14,4.34,204.3,2.3,25.5,1.84,49.8,2.0
5268,20_2xii_4jfs,1_0018,4.54,4.39,5.07,4.15,213.8,0.0,23.9,2.17,37.5,2.0
5269,20_2xii_4jfs,1_0019,4.67,4.6,4.9,4.52,270.4,0.0,21.7,1.16,72.8,2.0
5270,20_2xii_4pcs,1_0000,5.79,5.53,6.32,5.51,370.9,3.9,51.3,2.51,126.4,1.0
5271,20_2xii_4pcs,1_0001,5.26,5.11,5.23,5.43,355.9,1.3,27.0,0.53,168.6,1.0
5272,20_2xii_4pcs,1_0002,5.14,4.97,5.38,5.07,296.1,1.4,36.0,1.5,135.6,1.0
5273,20_2xii_4pcs,1_0003,5.2,4.98,5.67,4.95,284.1,1.0,45.3,2.51,126.6,1.0
5274,20_2xii_4pcs,1_0004,5.19,4.98,5.66,4.94,285.6,0.7,45.9,2.51,126.5,1.0
5275,20_2xii_4pcs,1_0005,5.17,4.94,5.56,5.0,278.5,1.4,41.5,2.17,136.3,1.0
5276,20_2xii_4pcs,1_0006,5.1,4.89,5.57,4.83,269.4,0.5,45.2,2.51,120.0,1.0
5277,20_2xii_4pcs,1_0007,4.68,4.48,5.21,4.34,172.5,0.8,40.2,2.51,88.9,1.0
5278,20_2xii_4pcs,1_0008,5.09,4.9,5.26,5.12,299.2,0.0,35.4,1.54,170.7,1.0
5279,20_2xii_4pcs,1_0009,5.01,4.76,5.45,4.81,242.8,0.4,42.6,2.51,141.9,1.0
5280,20_2xii_4pcs,1_0010,4.98,4.82,4.96,5.15,274.6,1.8,26.5,0.53,171.0,1.0
5281,20_2xii_4pcs,1_0011,5.02,4.81,5.23,5.01,288.0,0.2,30.3,1.54,152.6,1.0
5282,20_2xii_4pcs,1_0012,4.91,4.73,5.15,4.84,263.7,0.3,31.6,1.54,131.4,1.0
5283,20_2xii_4pcs,1_0013,4.9,4.77,4.9,5.01,251.6,2.2,29.5,0.53,152.2,1.0
5284,20_2xii_4pcs,1_0014,4.92,4.72,5.11,4.94,260.3,0.0,33.4,1.54,164.9,1.0
5285,20_2xii_4pcs,1_0015,5.06,4.86,5.31,5.0,271.9,1.6,33.7,1.54,140.9,1.0
5286,20_2xii_4pcs,1_0016,4.7,4.49,5.3,4.3,162.4,2.1,38.4,2.51,65.1,1.0
5287,20_2xii_4pcs,1_0017,4.91,4.75,4.88,5.1,285.6,0.7,21.6,0.53,167.6,1.0
5288,20_2xii_4pcs,1_0018,5.02,4.73,5.55,4.77,267.7,0.4,28.7,2.51,109.1,1.0
5289,20_2xii_4pcs,1_0019,4.7,4.59,4.69,4.81,247.0,0.2,23.4,0.53,141.8,1.0
5290,20_4j28_2wvt,1_0000,4.99,4.92,5.21,4.85,335.5,4.9,0.0,0.0,0.0,2.0
5291,20_4j28_2wvt,1_0001,4.86,4.82,5.04,4.71,326.7,3.5,0.0,0.0,0.0,2.0
5292,20_4j28_2wvt,1_0002,4.85,4.78,5.06,4.7,297.5,4.9,0.0,0.0,0.0,2.0
5293,20_4j28_2wvt,1_0003,4.72,4.69,4.89,4.58,301.1,3.1,0.0,0.0,0.0,2.0
5294,20_4j28_2wvt,1_0004,4.72,4.67,4.9,4.57,288.2,3.7,0.0,0.0,0.0,2.0
5295,20_4j28_2wvt,1_0005,4.54,4.53,4.68,4.4,274.0,2.1,0.0,0.0,0.0,2.0
5296,20_4j28_2wvt,1_0006,4.54,4.54,4.67,4.4,286.5,1.5,0.0,0.0,0.0,2.0
5297,20_4j28_2wvt,1_0007,4.65,4.58,4.87,4.5,248.5,5.0,0.0,0.0,0.0,2.0
5298,20_4j28_2wvt,1_0008,3.95,3.95,4.08,3.81,137.3,1.6,0.0,0.0,0.0,2.0
5299,20_4j28_2wvt,1_0009,4.41,4.4,4.56,4.27,237.5,2.4,0.0,0.0,0.0,2.0
5300,20_4j28_2wvt,1_0010,4.45,4.44,4.6,4.31,252.0,2.2,0.0,0.0,0.0,2.0
5301,20_4j28_2wvt,1_0011,4.47,4.47,4.61,4.33,262.0,1.8,0.0,0.0,0.0,2.0
5302,20_4j28_2wvt,1_0012,4.07,4.06,4.21,3.93,159.4,2.0,0.0,0.0,0.0,2.0
5303,20_4j28_2wvt,1_0013,4.42,4.4,4.59,4.28,232.5,2.8,0.0,0.0,0.0,2.0
5304,20_4j28_2wvt,1_0014,4.45,4.42,4.62,4.31,233.3,3.1,0.0,0.0,0.0,2.0
5305,20_4j28_2wvt,1_0015,4.44,4.41,4.61,4.3,231.3,3.1,0.0,0.0,0.0,2.0
5306,20_4j28_2wvt,1_0016,4.47,4.47,4.61,4.33,264.7,1.7,0.0,0.0,0.0,2.0
5307,20_4j28_2wvt,1_0017,4.48,4.46,4.65,4.34,244.6,3.0,0.0,0.0,0.0,2.0
5308,20_4j28_2wvt,1_0018,3.77,3.8,3.87,3.63,114.1,0.4,0.0,0.0,0.0,2.0
5309,20_4j28_2wvt,1_0019,4.38,4.37,4.53,4.24,232.4,2.2,0.0,0.0,0.0,2.0
5310,20_4j28_2xii,1_0000,6.68,6.47,7.42,6.16,523.5,2.6,101.8,4.37,181.4,2.0
5311,20_4j28_2xii,1_0001,5.99,5.85,5.96,6.17,506.3,3.5,35.0,0.53,184.9,2.0
5312,20_4j28_2xii,1_0002,6.17,5.84,7.02,5.65,447.7,1.6,71.0,4.37,148.6,2.0
5313,20_4j28_2xii,1_0003,6.53,6.27,7.37,5.96,507.6,2.7,86.3,4.37,144.7,2.0
5314,20_4j28_2xii,1_0004,6.1,5.71,6.68,5.92,474.9,3.4,34.0,2.76,156.5,2.0
5315,20_4j28_2xii,1_0005,6.17,5.76,7.1,5.63,410.6,3.9,65.3,4.37,139.3,2.0
5316,20_4j28_2xii,1_0006,6.1,5.81,6.89,5.61,428.2,1.2,79.2,4.37,165.3,2.0
5317,20_4j28_2xii,1_0007,5.96,5.48,6.7,5.71,441.4,3.5,22.7,3.1,134.4,2.0
5318,20_4j28_2xii,1_0008,6.04,5.79,6.89,5.46,420.5,1.4,78.8,4.37,131.5,2.0
5319,20_4j28_2xii,1_0009,5.81,5.58,6.29,5.55,402.4,1.4,64.4,3.02,171.9,2.0
5320,20_4j28_2xii,1_0010,6.03,5.73,6.82,5.53,398.0,1.7,80.4,4.37,167.2,2.0
5321,20_4j28_2xii,1_0011,5.42,5.08,6.3,4.88,290.2,0.8,62.2,4.37,129.1,2.0
5322,20_4j28_2xii,1_0012,5.83,5.58,6.57,5.33,390.9,0.7,73.2,4.03,142.2,2.0
5323,20_4j28_2xii,1_0013,5.82,5.41,6.43,5.62,430.2,2.7,24.5,2.76,138.4,2.0
5324,20_4j28_2xii,1_0014,6.1,5.81,6.91,5.58,427.5,1.4,77.9,4.37,155.7,2.0
5325,20_4j28_2xii,1_0015,5.9,5.64,6.59,5.47,401.5,1.8,69.1,3.69,144.9,2.0
5326,20_4j28_2xii,1_0016,5.77,5.49,6.61,5.2,363.7,2.2,66.6,4.03,108.7,2.0
5327,20_4j28_2xii,1_0017,5.8,5.49,6.67,5.24,352.2,2.0,72.4,4.37,133.5,2.0
5328,20_4j28_2xii,1_0018,5.65,5.35,6.48,5.12,331.3,0.9,73.1,4.37,146.1,2.0
5329,20_4j28_2xii,1_0019,5.73,5.52,6.38,5.28,385.9,1.7,63.3,3.36,116.0,2.0
5330,20_4j28_4j28,1_0000,5.62,5.37,6.06,5.44,370.3,3.8,33.6,1.88,110.4,1.0
5331,20_4j28_4j28,1_0001,5.37,5.15,5.69,5.28,351.3,2.2,27.6,1.54,118.9,1.0
5332,20_4j28_4j28,1_0002,5.22,5.09,5.37,5.2,355.7,1.4,23.3,0.87,108.7,1.0
5333,20_4j28_4j28,1_0003,5.27,5.1,5.57,5.14,326.4,0.7,42.0,1.88,136.7,1.0
5334,20_4j28_4j28,1_0004,5.24,5.04,5.51,5.18,333.5,1.1,29.5,1.54,131.7,1.0
5335,20_4j28_4j28,1_0005,5.12,4.91,5.47,4.97,288.5,1.2,35.2,1.88,122.7,1.0
5336,20_4j28_4j28,1_0006,5.06,4.89,5.25,5.03,300.7,1.1,27.9,1.2,127.1,1.0
5337,20_4j28_4j28,1_0007,5.19,5.14,5.1,5.34,346.2,0.4,39.1,0.53,171.6,1.0
5338,20_4j28_4j28,1_0008,5.08,4.89,5.4,4.94,286.3,0.5,37.1,1.88,129.7,1.0
5339,20_4j28_4j28,1_0009,5.1,4.91,5.14,5.24,308.4,2.3,19.3,0.53,150.8,1.0
5340,20_4j28_4j28,1_0010,5.2,5.11,5.25,5.24,322.6,1.5,39.8,0.87,150.1,1.0
5341,20_4j28_4j28,1_0011,4.96,4.65,5.39,4.83,236.0,2.4,22.0,1.88,117.1,1.0
5342,20_4j28_4j28,1_0012,5.1,4.93,5.16,5.21,327.5,1.7,15.7,0.53,132.8,1.0
5343,20_4j28_4j28,1_0013,5.14,5.02,5.08,5.31,326.2,1.0,31.5,0.53,173.6,1.0
5344,20_4j28_4j28,1_0014,5.04,4.84,5.24,5.04,270.6,2.2,28.8,1.2,139.2,1.0
5345,20_4j28_4j28,1_0015,5.05,4.86,5.4,4.88,282.8,0.8,33.8,1.88,113.5,1.0
5346,20_4j28_4j28,1_0016,4.89,4.77,4.93,4.98,270.3,1.7,23.9,0.53,133.8,1.0
5347,20_4j28_4j28,1_0017,5.17,4.88,5.58,5.06,300.0,1.9,22.1,1.88,120.8,1.0
5348,20_4j28_4j28,1_0018,5.17,4.92,5.41,5.17,328.4,0.3,23.7,1.54,149.3,1.0
5349,20_4j28_4j28,1_0019,4.88,4.68,5.25,4.7,247.3,0.7,30.2,1.88,106.8,1.0
5350,20_4j28_4jfs,1_0000,5.47,5.22,5.92,5.27,371.3,2.2,32.7,2.17,118.4,2.0
5351,20_4j28_4jfs,1_0001,5.12,5.12,5.17,5.08,363.7,1.4,30.2,0.53,95.2,2.0
5352,20_4j28_4jfs,1_0002,5.05,5.0,5.08,5.07,358.0,0.7,23.3,0.53,110.1,2.0
5353,20_4j28_4jfs,1_0003,4.81,4.73,4.91,4.79,280.2,2.1,19.3,0.53,93.4,2.0
5354,20_4j28_4jfs,1_0004,4.84,4.64,5.29,4.61,251.9,0.6,31.2,2.17,101.1,2.0
5355,20_4j28_4jfs,1_0005,4.83,4.75,4.96,4.77,278.2,2.7,19.1,0.53,78.0,2.0
5356,20_4j28_4jfs,1_0006,4.93,4.78,5.34,4.66,282.3,0.0,36.4,2.17,95.4,2.0
5357,20_4j28_4jfs,1_0007,5.05,4.93,5.27,4.95,327.6,1.2,26.1,1.2,101.2,2.0
5358,20_4j28_4jfs,1_0008,5.04,5.0,5.05,5.07,363.8,0.2,24.2,0.53,113.3,2.0
5359,20_4j28_4jfs,1_0009,5.15,4.88,5.64,4.92,313.7,1.7,24.0,2.17,97.9,2.0
5360,20_4j28_4jfs,1_0010,4.81,4.73,4.89,4.8,280.5,1.9,21.1,0.53,97.9,2.0
5361,20_4j28_4jfs,1_0011,5.15,4.93,5.63,4.91,281.4,2.8,37.1,2.17,106.6,2.0
5362,20_4j28_4jfs,1_0012,4.46,4.33,4.66,4.39,207.2,2.5,5.4,0.53,58.1,2.0
5363,20_4j28_4jfs,1_0013,4.89,4.7,5.18,4.79,281.3,1.0,22.5,1.5,110.1,2.0
5364,20_4j28_4jfs,1_0014,4.78,4.66,5.06,4.61,280.7,1.0,18.2,1.2,67.2,2.0
5365,20_4j28_4jfs,1_0015,4.84,4.69,5.07,4.76,269.6,1.5,23.0,1.2,104.2,2.0
5366,20_4j28_4jfs,1_0016,4.81,4.63,5.37,4.43,224.0,2.6,31.2,2.17,49.3,2.0
5367,20_4j28_4jfs,1_0017,4.84,4.71,5.2,4.61,274.0,1.5,24.1,1.5,63.6,2.0
5368,20_4j28_4jfs,1_0018,4.52,4.37,4.93,4.25,195.7,2.0,17.5,1.5,45.0,2.0
5369,20_4j28_4jfs,1_0019,4.92,4.77,5.17,4.81,303.1,0.0,27.0,1.5,113.1,2.0
5370,20_4j28_4pcs,1_0000,5.64,5.38,6.16,5.37,344.7,3.4,48.5,2.51,124.9,1.0
5371,20_4j28_4pcs,1_0001,5.3,5.1,5.71,5.09,301.3,0.6,53.9,2.51,150.2,1.0
5372,20_4j28_4pcs,1_0002,5.18,4.93,5.66,4.94,269.8,1.4,44.2,2.51,129.6,1.0
5373,20_4j28_4pcs,1_0003,5.31,5.08,5.6,5.25,323.5,2.4,30.9,1.54,136.7,1.0
5374,20_4j28_4pcs,1_0004,5.14,4.89,5.63,4.89,261.1,1.5,43.2,2.51,125.3,1.0
5375,20_4j28_4pcs,1_0005,5.14,4.96,5.15,5.3,326.3,1.7,20.1,0.53,157.8,1.0
5376,20_4j28_4pcs,1_0006,5.25,5.16,5.16,5.42,335.4,1.4,39.6,0.53,183.9,1.0
5377,20_4j28_4pcs,1_0007,5.08,5.02,4.97,5.26,316.3,0.3,40.0,0.53,182.4,1.0
5378,20_4j28_4pcs,1_0008,5.03,4.81,5.62,4.65,222.2,2.9,42.3,2.51,76.5,1.0
5379,20_4j28_4pcs,1_0009,5.05,4.89,5.26,5.02,266.3,1.4,40.7,1.5,153.5,1.0
5380,20_4j28_4pcs,1_0010,4.97,4.77,5.42,4.73,243.6,0.0,46.4,2.51,130.3,1.0
5381,20_4j28_4pcs,1_0011,4.92,4.67,5.53,4.57,199.4,2.9,37.0,2.51,82.2,1.0
5382,20_4j28_4pcs,1_0012,4.94,4.7,5.39,4.73,230.7,0.2,42.8,2.51,138.8,1.0
5383,20_4j28_4pcs,1_0013,4.98,4.74,5.44,4.78,211.8,1.5,48.1,2.51,145.7,1.0
5384,20_4j28_4pcs,1_0014,4.53,4.27,4.95,4.38,184.5,1.6,7.1,1.5,72.0,1.0
5385,20_4j28_4pcs,1_0015,4.65,4.44,5.24,4.28,164.3,1.4,36.2,2.51,72.5,1.0
5386,20_4j28_4pcs,1_0016,4.57,4.28,5.03,4.39,170.5,2.8,7.1,1.54,66.6,1.0
5387,20_4j28_4pcs,1_0017,4.05,3.97,4.22,3.96,135.7,0.0,5.2,0.53,44.2,1.0
5388,20_4j28_4pcs,1_0018,4.88,4.68,5.3,4.67,214.4,0.0,49.2,2.51,143.9,1.0
5389,20_4j28_4pcs,1_0019,4.83,4.64,5.01,4.85,251.0,0.7,24.2,1.2,139.9,1.0
5390,20_4jfs_2wvt,1_0000,5.08,5.01,5.3,4.93,353.6,5.0,0.0,0.0,0.0,2.0
5391,20_4jfs_2wvt,1_0001,4.87,4.84,5.03,4.73,341.4,2.9,0.0,0.0,0.0,2.0
5392,20_4jfs_2wvt,1_0002,4.69,4.61,4.91,4.54,254.3,5.1,0.0,0.0,0.0,2.0
5393,20_4jfs_2wvt,1_0003,4.67,4.67,4.82,4.54,308.7,2.1,0.0,0.0,0.0,2.0
5394,20_4jfs_2wvt,1_0004,4.69,4.62,4.9,4.54,262.7,4.7,0.0,0.0,0.0,2.0
5395,20_4jfs_2wvt,1_0005,4.55,4.54,4.7,4.42,276.1,2.2,0.0,0.0,0.0,2.0
5396,20_4jfs_2wvt,1_0006,4.6,4.58,4.76,4.46,280.1,2.6,0.0,0.0,0.0,2.0
5397,20_4jfs_2wvt,1_0007,4.56,4.57,4.68,4.42,294.1,1.3,0.0,0.0,0.0,2.0
5398,20_4jfs_2wvt,1_0008,4.62,4.59,4.8,4.48,272.5,3.3,0.0,0.0,0.0,2.0
5399,20_4jfs_2wvt,1_0009,4.91,4.88,5.08,4.77,347.2,3.2,0.0,0.0,0.0,2.0
5400,20_4jfs_2wvt,1_0010,4.59,4.58,4.74,4.45,283.4,2.3,0.0,0.0,0.0,2.0
5401,20_4jfs_2wvt,1_0011,4.34,4.28,4.56,4.2,175.1,4.8,0.0,0.0,0.0,2.0
5402,20_4jfs_2wvt,1_0012,4.39,4.37,4.55,4.25,226.4,2.7,0.0,0.0,0.0,2.0
5403,20_4jfs_2wvt,1_0013,4.38,4.38,4.52,4.24,238.1,1.9,0.0,0.0,0.0,2.0
5404,20_4jfs_2wvt,1_0014,4.5,4.46,4.68,4.36,236.1,3.6,0.0,0.0,0.0,2.0
5405,20_4jfs_2wvt,1_0015,4.5,4.45,4.69,4.35,229.7,3.9,0.0,0.0,0.0,2.0
5406,20_4jfs_2wvt,1_0016,4.38,4.34,4.56,4.24,207.5,3.6,0.0,0.0,0.0,2.0
5407,20_4jfs_2wvt,1_0017,4.4,4.37,4.57,4.26,219.1,3.2,0.0,0.0,0.0,2.0
5408,20_4jfs_2wvt,1_0018,4.45,4.41,4.63,4.3,225.7,3.5,0.0,0.0,0.0,2.0
5409,20_4jfs_2wvt,1_0019,4.23,4.26,4.35,4.1,224.6,0.7,0.0,0.0,0.0,2.0
5410,20_4jfs_2xii,1_0000,6.75,6.51,7.54,6.21,553.9,2.5,93.4,4.37,165.2,2.0
5411,20_4jfs_2xii,1_0001,6.82,6.61,7.58,6.25,536.0,3.7,105.6,4.37,173.2,2.0
5412,20_4jfs_2xii,1_0002,6.19,5.96,6.2,6.4,533.8,4.9,26.6,0.53,190.6,2.0
5413,20_4jfs_2xii,1_0003,6.67,6.38,7.54,6.08,520.7,3.9,85.5,4.37,141.0,2.0
5414,20_4jfs_2xii,1_0004,6.35,5.97,7.31,5.77,451.8,4.3,67.7,4.37,125.9,2.0
5415,20_4jfs_2xii,1_0005,6.2,5.96,7.01,5.64,468.1,2.0,73.0,4.03,117.5,2.0
5416,20_4jfs_2xii,1_0006,6.13,5.99,6.35,6.04,495.4,1.6,67.3,2.17,199.3,2.0
5417,20_4jfs_2xii,1_0007,6.22,6.04,6.38,6.24,500.3,1.6,70.3,2.17,244.3,2.0
5418,20_4jfs_2xii,1_0008,5.98,5.77,6.79,5.37,420.9,1.7,75.1,4.03,104.0,2.0
5419,20_4jfs_2xii,1_0009,5.99,5.69,6.85,5.42,410.2,1.4,72.9,4.37,130.9,2.0
5420,20_4jfs_2xii,1_0010,5.95,5.71,6.63,5.52,385.6,1.6,84.9,4.03,178.4,2.0
5421,20_4jfs_2xii,1_0011,6.06,5.95,6.1,6.12,479.4,1.0,72.8,1.84,245.1,2.0
5422,20_4jfs_2xii,1_0012,6.07,5.77,6.93,5.52,417.9,1.9,75.5,4.37,139.7,2.0
5423,20_4jfs_2xii,1_0013,5.75,5.58,6.21,5.45,415.3,2.4,52.7,2.43,115.4,2.0
5424,20_4jfs_2xii,1_0014,5.74,5.35,6.26,5.61,409.4,1.8,32.7,2.76,172.7,2.0
5425,20_4jfs_2xii,1_0015,6.06,5.68,6.97,5.52,421.0,2.2,62.2,4.37,130.3,2.0
5426,20_4jfs_2xii,1_0016,5.96,5.77,6.56,5.55,430.3,1.5,71.7,3.4,142.0,2.0
5427,20_4jfs_2xii,1_0017,5.0,4.74,5.68,4.59,263.2,0.6,37.0,3.06,84.8,2.0
5428,20_4jfs_2xii,1_0018,5.93,5.57,6.9,5.31,368.8,3.6,64.5,4.37,105.4,2.0
5429,20_4jfs_2xii,1_0019,5.75,5.53,6.37,5.34,348.2,1.8,80.3,3.69,168.0,2.0
5430,20_4jfs_4j28,1_0000,5.65,5.44,6.06,5.46,385.8,3.2,38.5,1.88,112.5,1.0
5431,20_4jfs_4j28,1_0001,5.69,5.5,6.07,5.51,389.3,3.1,43.4,1.88,120.8,1.0
5432,20_4jfs_4j28,1_0002,5.41,5.22,5.74,5.27,347.3,1.5,41.2,1.88,131.5,1.0
5433,20_4jfs_4j28,1_0003,5.35,5.15,5.69,5.2,345.1,1.2,35.9,1.88,124.7,1.0
5434,20_4jfs_4j28,1_0004,5.48,5.41,5.5,5.52,391.5,0.0,51.7,1.2,177.8,1.0
5435,20_4jfs_4j28,1_0005,5.32,5.27,5.35,5.32,347.1,1.6,46.5,0.87,145.2,1.0
5436,20_4jfs_4j28,1_0006,5.33,5.3,5.39,5.3,364.2,0.0,51.9,1.2,150.2,1.0
5437,20_4jfs_4j28,1_0007,5.07,4.87,5.39,4.93,279.5,0.8,37.2,1.88,130.4,1.0
5438,20_4jfs_4j28,1_0008,4.95,4.79,5.03,5.04,312.6,1.0,12.0,0.53,120.7,1.0
5439,20_4jfs_4j28,1_0009,4.3,4.06,4.74,4.12,146.4,0.9,5.0,1.54,58.1,1.0
5440,20_4jfs_4j28,1_0010,5.18,4.94,5.45,5.14,310.9,1.4,26.1,1.54,139.6,1.0
5441,20_4jfs_4j28,1_0011,4.75,4.48,5.23,4.53,220.1,1.6,15.6,1.88,74.3,1.0
5442,20_4jfs_4j28,1_0012,4.92,4.71,5.28,4.77,252.6,0.7,31.7,1.88,117.2,1.0
5443,20_4jfs_4j28,1_0013,5.04,4.81,5.35,4.96,245.8,1.7,39.5,1.88,153.7,1.0
5444,20_4jfs_4j28,1_0014,4.88,4.68,5.29,4.69,246.1,1.1,28.1,1.88,96.6,1.0
5445,20_4jfs_4j28,1_0015,4.21,4.1,4.41,4.1,147.6,1.5,5.8,0.53,41.4,1.0
