,pdb_id,lig_id,Total_Score,Crash,Polar
3134,1d4k,1_0010,14.9537,-2.9772,6.2821
3135,1d4k,1_0011,14.687,-3.7849,7.3131
3136,1d4k,1_0012,14.6678,-3.4716,6.7319
3137,1d4k,1_0013,14.6222,-2.5806,6.7979
3138,1d4k,1_0014,14.6114,-3.2537,5.8441
3139,1d4k,1_0015,14.5263,-4.1508,6.6803
3140,1d4k,1_0016,14.2967,-3.5282,6.6316
3141,1d4k,1_0017,14.2516,-3.5207,7.3486
3142,1d4k,1_0018,14.203,-2.6177,7.3106
3143,1d4k,1_0019,13.9528,-3.0435,6.7732
3144,1d4l,1_0000,15.3131,-2.721,6.6335
3145,1d4l,1_0001,14.9147,-2.2412,6.5668
3146,1d4l,1_0002,14.2709,-1.9985,6.4002
3147,1d4l,1_0003,13.9962,-1.9821,6.1011
3148,1d4l,1_0004,13.9459,-2.0044,6.1733
3149,1d4l,1_0005,13.904,-2.2306,6.3622
3150,1d4l,1_0006,13.8814,-2.4616,5.8816
3151,1d4l,1_0007,13.8224,-2.8306,5.4538
3152,1d4l,1_0008,13.6272,-1.5829,5.8263
3153,1d4l,1_0009,13.5889,-2.1935,6.6003
3154,1d4l,1_000x,9.21,-3.36,3.06
3155,1d4l,1_0010,13.4365,-2.5693,4.9619
3156,1d4l,1_0011,13.4259,-2.5977,5.4585
3157,1d4l,1_0012,13.3978,-2.1522,6.1406
3158,1d4l,1_0013,13.3892,-2.2164,6.4473
3159,1d4l,1_0014,13.3486,-2.0532,6.1619
3160,1d4l,1_0015,13.3448,-2.3957,5.658
3161,1d4l,1_0016,13.3144,-2.4506,5.3185
3162,1d4l,1_0017,13.2979,-2.491,6.292
3163,1d4l,1_0018,13.2166,-2.6484,5.5085
3164,1d4l,1_0019,13.1752,-2.6842,5.6042
3165,1d4p,1_0000,10.404,-0.574,3.8618
3166,1d4p,1_0001,9.9456,-0.6272,3.8049
3167,1d4p,1_0002,9.12,-0.5631,3.8905
3168,1d4p,1_0003,8.9606,-0.7724,3.7819
3169,1d4p,1_0004,8.1123,-2.5769,4.7306
3170,1d4p,1_0005,7.9081,-2.027,2.5831
3171,1d4p,1_0006,7.7018,-1.2091,2.47
3172,1d4p,1_0007,6.9123,-1.9046,2.0219
3173,1d4p,1_0008,6.5469,-1.3789,2.7293
3174,1d4p,1_0009,6.535,-0.9224,1.1837
3175,1d4p,1_000x,10.01,-0.59,3.72
3176,1d4p,1_0010,6.4385,-1.557,2.3884
3177,1d4p,1_0011,6.3785,-1.7753,2.7268
3178,1d4p,1_0012,6.372,-0.4506,3.8091
3179,1d4p,1_0013,6.0536,-1.0659,1.0653
3180,1d4p,1_0014,5.9101,-1.8139,1.3595
3181,1d4p,1_0015,5.797,-1.2607,2.5317
3182,1d4p,1_0016,5.5899,-1.5225,1.6072
3183,1d4p,1_0017,5.5387,-1.5637,3.2461
3184,1d4p,1_0018,5.5209,-1.8725,0.039
3185,1d4p,1_0019,5.2734,-2.5498,0.2758
3186,1d4y,1_0000,14.6982,-1.5457,4.635
3187,1d4y,1_0001,14.2726,-1.4761,4.48
3188,1d4y,1_0002,11.8164,-2.3043,5.2882
3189,1d4y,1_0003,11.5928,-2.2561,3.8892
3190,1d4y,1_0004,11.0356,-1.741,5.3249
3191,1d4y,1_0005,10.9183,-2.8501,5.2983
3192,1d4y,1_0006,10.8511,-1.8647,5.1859
3193,1d4y,1_0007,10.8441,-1.4886,5.1412
3194,1d4y,1_0008,10.7955,-2.7801,5.2707
3195,1d4y,1_0009,10.564,-2.2512,5.3122
3196,1d4y,1_000x,11.22,-1.61,4.94
3197,1d4y,1_0010,10.2655,-3.3956,5.3367
3198,1d4y,1_0011,10.1633,-2.7612,0.5598
3199,1d4y,1_0012,9.9924,-2.6309,3.4854
3200,1d4y,1_0013,9.9161,-2.8594,2.799
3201,1d4y,1_0014,9.8661,-2.2872,2.5332
3202,1d4y,1_0015,9.6923,-2.6311,0.8867
3203,1d4y,1_0016,9.653,-1.9348,4.1127
3204,1d4y,1_0017,9.5394,-1.9338,3.6008
3205,1d4y,1_0018,9.5278,-3.4996,4.9168
3206,1d4y,1_0019,9.4419,-2.6243,0.6858
3207,1d6v,1_0000,7.5069,-1.8964,1.3202
3208,1d6v,1_0001,7.3541,-2.718,3.669
3209,1d6v,1_0002,7.3201,-2.6872,3.6093
3210,1d6v,1_0003,7.2284,-1.4164,1.1167
3211,1d6v,1_0004,7.1722,-1.9841,1.2865
3212,1d6v,1_0005,7.1344,-1.9576,1.3675
3213,1d6v,1_0006,7.0568,-1.4756,1.7817
3214,1d6v,1_0007,6.9288,-1.8214,1.3473
3215,1d6v,1_0008,6.8737,-2.4444,2.7246
3216,1d6v,1_0009,6.8468,-1.048,0.99
3217,1d6v,1_000x,6.2,-1.78,1.59
3218,1d6v,1_0010,6.817,-3.2101,3.546
3219,1d6v,1_0011,6.7701,-1.717,1.2761
3220,1d6v,1_0012,6.7385,-2.3997,2.4184
3221,1d6v,1_0013,6.5617,-2.384,2.2765
3222,1d6v,1_0014,6.5463,-2.0626,1.404
3223,1d6v,1_0015,6.5169,-1.6866,1.2266
3224,1d6v,1_0016,6.3661,-1.3509,1.2899
3225,1d6v,1_0017,6.2479,-1.7511,1.2097
3226,1d6v,1_0018,6.206,-1.5031,1.4507
3227,1d6v,1_0019,6.1404,-2.0362,2.0547
3228,1d6w,1_0000,10.5627,-1.9815,4.6724
3229,1d6w,1_0001,10.38,-1.6719,4.7701
3230,1d6w,1_0002,10.1924,-2.2246,4.3286
3231,1d6w,1_0003,9.9841,-1.8924,4.6671
3232,1d6w,1_0004,9.4538,-1.5725,3.3776
3233,1d6w,1_0005,9.3746,-1.5201,3.6148
3234,1d6w,1_0006,9.0504,-1.701,4.5205
3235,1d6w,1_0007,8.9419,-1.7899,3.4498
3236,1d6w,1_0008,8.8206,-1.6734,3.9713
3237,1d6w,1_0009,8.5656,-2.1199,3.696
3238,1d6w,1_000x,8.19,-1.6,2.79
3239,1d6w,1_0010,8.5047,-1.7648,6.3155
3240,1d6w,1_0011,8.4823,-1.7402,3.5633
3241,1d6w,1_0012,8.397,-1.471,3.6368
3242,1d6w,1_0013,8.2721,-1.9201,4.983
3243,1d6w,1_0014,8.1457,-1.6184,2.8959
3244,1d6w,1_0015,8.0199,-1.6125,4.737
3245,1d6w,1_0016,7.9045,-1.3885,2.3537
3246,1d6w,1_0017,7.8926,-1.814,5.0441
3247,1d6w,1_0018,7.8833,-1.4724,3.003
3248,1d6w,1_0019,7.7886,-1.8493,3.6511
3249,1d7i,1_0000,3.4516,-0.2373,1.1478
3250,1d7i,1_0001,3.2394,-0.3298,0.986
3251,1d7i,1_0002,3.2104,-0.3141,1.0619
3252,1d7i,1_0003,3.0316,-0.4331,1.2006
3253,1d7i,1_0004,2.9939,-0.2677,1.0961
3254,1d7i,1_0005,2.8624,-0.1964,0.4097
3255,1d7i,1_0006,2.83,-0.5005,0.0
3256,1d7i,1_0007,2.7868,-0.6123,0.0
3257,1d7i,1_0008,2.7778,-0.4612,0.5419
3258,1d7i,1_0009,2.7643,-0.3242,1.0552
3259,1d7i,1_000x,2.83,-0.36,0.95
3260,1d7i,1_0010,2.7542,-0.3665,1.1144
3261,1d7i,1_0011,2.74,-0.3395,0.0
3262,1d7i,1_0012,2.7212,-0.4202,0.5594
3263,1d7i,1_0013,2.702,-0.4897,0.0
3264,1d7i,1_0014,2.632,-0.5442,0.4441
3265,1d7i,1_0015,2.5993,-0.2751,1.1152
3266,1d7i,1_0016,2.5353,-0.2438,0.9931
3267,1d7i,1_0017,2.5104,-0.1299,1.0553
3268,1d7i,1_0018,2.503,-0.4369,1.1356
3269,1d7i,1_0019,2.4506,-0.3462,1.0995
3270,1d7j,1_0000,3.9706,-0.3232,2.2987
3271,1d7j,1_0001,3.7145,-0.1326,1.1711
3272,1d7j,1_0002,3.6111,-0.2269,2.1833
3273,1d7j,1_0003,3.5385,-0.3112,1.6089
3274,1d7j,1_0004,3.4014,-0.3773,0.5891
3275,1d7j,1_0005,3.3996,-0.4191,1.1554
3276,1d7j,1_0006,3.3392,-0.2542,2.2075
3277,1d7j,1_0007,3.3113,-0.2464,1.0404
3278,1d7j,1_0008,3.2084,-0.2659,1.0564
3279,1d7j,1_0009,3.2,-0.3354,1.804
3280,1d7j,1_000x,2.65,-0.33,1.1
3281,1d7j,1_0010,3.1678,-0.2428,1.1607
3282,1d7j,1_0011,3.1226,-0.3263,1.1707
3283,1d7j,1_0012,3.0966,-0.3222,1.1633
3284,1d7j,1_0013,3.0913,-0.3917,0.5944
3285,1d7j,1_0014,3.0715,-0.1199,1.1763
3286,1d7j,1_0015,3.054,-0.2824,1.1494
3287,1d7j,1_0016,3.051,-0.2265,2.3354
3288,1d7j,1_0017,2.9433,-0.223,1.139
3289,1d7j,1_0018,2.9395,-0.5472,2.4508
3290,1d7j,1_0019,2.8906,-0.4817,1.1886
3291,1d9i,1_0000,8.1616,-2.3472,1.8807
3292,1d9i,1_0001,8.1474,-1.829,3.0252
3293,1d9i,1_0002,7.7005,-3.1848,4.7486
3294,1d9i,1_0003,7.6641,-2.4502,3.9593
3295,1d9i,1_0004,7.609,-1.7878,3.3401
3296,1d9i,1_0005,7.6004,-2.3397,3.6306
3297,1d9i,1_0006,7.5145,-2.9202,4.7398
3298,1d9i,1_0007,7.4537,-1.8216,1.0037
3299,1d9i,1_0008,7.1796,-1.2733,2.7379
3300,1d9i,1_0009,7.1576,-3.5396,4.3471
3301,1d9i,1_000x,7.23,-2.25,3.02
3302,1d9i,1_0010,7.126,-2.1799,1.0988
3303,1d9i,1_0011,7.1071,-1.3283,2.4804
3304,1d9i,1_0012,7.0576,-1.3982,2.3671
3305,1d9i,1_0013,7.0411,-2.2465,1.4681
3306,1d9i,1_0014,7.0195,-2.1738,1.7134
3307,1d9i,1_0015,7.0037,-3.7048,4.376
3308,1d9i,1_0016,6.8878,-2.0316,3.5514
3309,1d9i,1_0017,6.883,-1.1705,2.355
3310,1d9i,1_0018,6.8752,-2.2554,2.0651
3311,1d9i,1_0019,6.8645,-0.9714,0.0077
3312,1dar,1_0000,9.6069,-0.8995,9.3057
3313,1dar,1_0001,9.6025,-1.1853,9.7801
3314,1dar,1_0002,9.5113,-0.915,9.4161
3315,1dar,1_0003,9.3841,-1.492,9.1959
3316,1dar,1_0004,9.312,-1.6732,9.7796
3317,1dar,1_0005,9.2417,-0.8994,9.445
3318,1dar,1_0006,9.0576,-0.733,8.2132
3319,1dar,1_0007,9.0066,-0.729,8.7498
3320,1dar,1_0008,8.845,-0.5739,8.7943
3321,1dar,1_0009,8.7805,-0.9553,8.5722
3322,1dar,1_000x,9.3,-1.25,9.01
3323,1dar,1_0010,8.7491,-1.0019,8.9791
3324,1dar,1_0011,8.664,-1.3415,9.2613
3325,1dar,1_0012,8.5296,-0.9146,8.3184
3326,1dar,1_0013,8.3563,-1.0849,8.2961
3327,1dar,1_0014,8.2729,-2.3322,9.6804
3328,1dar,1_0015,8.2592,-1.2464,8.0734
3329,1dar,1_0016,8.2549,-0.6807,7.8409
3330,1dar,1_0017,8.239,-0.7418,7.7792
3331,1dar,1_0018,8.2377,-0.8364,7.6821
3332,1dar,1_0019,8.2038,-0.9802,8.0603
3333,1det,1_0000,11.0115,-0.7063,10.5554
3334,1det,1_0001,10.4089,-1.0829,9.856
3335,1det,1_0002,9.9079,-0.5094,9.2932
3336,1det,1_0003,9.894,-0.5829,9.4376
3337,1det,1_0004,9.6439,-0.347,9.3544
3338,1det,1_0005,9.633,-0.61,9.2635
3339,1det,1_0006,9.5997,-0.3094,9.4407
3340,1det,1_0007,9.5774,-0.3629,9.3512
3341,1det,1_0008,9.4141,-0.3147,9.4223
3342,1det,1_0009,9.3979,-0.341,9.4568
3343,1det,1_000x,6.93,-0.33,7.93
3344,1det,1_0010,9.3728,-1.3261,8.9881
3345,1det,1_0011,7.5858,-0.2331,8.385
3346,1det,1_0012,7.3804,-0.4131,8.2208
3347,1det,1_0013,7.1313,-0.27,7.9821
3348,1det,1_0014,7.1058,-0.1775,8.1218
3349,1det,1_0015,7.0838,-0.7267,7.1683
3350,1det,1_0016,6.8569,-0.7531,7.75
3351,1det,1_0017,6.8532,-0.3765,7.3245
3352,1det,1_0018,6.8343,-0.1579,8.2485
3353,1det,1_0019,6.6791,-0.3744,6.9571
3354,1df8,1_0000,12.0543,-0.4135,6.9808
3355,1df8,1_0001,11.9625,-0.7519,6.6783
3356,1df8,1_0002,11.9301,-0.1354,6.9928
3357,1df8,1_0003,11.9123,-0.1396,6.9255
3358,1df8,1_0004,11.6818,-0.6216,6.7197
3359,1df8,1_0005,11.334,-0.8815,6.6135
3360,1df8,1_0006,11.1518,-0.6683,6.5792
3361,1df8,1_0007,10.8817,-0.5552,6.7819
3362,1df8,1_0008,10.7258,-0.7051,6.9295
3363,1df8,1_0009,10.5333,-0.7305,5.2072
3364,1df8,1_000x,11.79,-0.21,6.89
3365,1df8,1_0010,10.2847,-0.7475,5.1205
3366,1dfo,1_0000,9.1419,-2.211,6.9166
3367,1dfo,1_0001,8.9568,-2.485,4.6353
3368,1dfo,1_0002,8.8802,-2.0068,7.0059
3369,1dfo,1_0003,8.724,-1.7676,7.0176
3370,1dfo,1_0004,8.3324,-1.4543,6.4066
3371,1dfo,1_0005,8.2198,-3.6544,5.4893
3372,1dfo,1_0006,8.1455,-2.4926,7.2086
3373,1dfo,1_0007,8.0119,-1.6958,3.9905
3374,1dfo,1_0008,7.8045,-1.2645,4.489
3375,1dfo,1_0009,7.7474,-3.127,5.3522
3376,1dfo,1_000x,6.78,-2.97,5.51
3377,1dfo,1_0010,7.6921,-2.2535,3.2786
3378,1dfo,1_0011,7.5663,-1.7993,6.0896
3379,1dfo,1_0012,7.402,-2.4007,5.3136
3380,1dfo,1_0013,7.3073,-1.3835,3.6583
3381,1dfo,1_0014,7.2283,-5.1332,5.4047
3382,1dfo,1_0015,7.2122,-2.1414,4.5515
3383,1dfo,1_0016,6.9908,-1.7745,5.9946
3384,1dfo,1_0017,6.9602,-2.5337,5.2355
3385,1dfo,1_0018,6.8983,-1.5819,4.2494
3386,1dfo,1_0019,6.8437,-2.6303,4.1785
3387,1dgm,1_0000,7.5703,-0.8239,5.5398
3388,1dgm,1_0001,7.4,-0.3414,5.888
3389,1dgm,1_0002,7.0341,-0.8712,5.6302
3390,1dgm,1_0003,6.5585,-1.2144,5.4873
3391,1dgm,1_0004,6.3503,-1.274,5.8298
3392,1dgm,1_0005,6.0529,-1.0212,5.5839
3393,1dgm,1_0006,5.9879,-1.1988,5.3223
3394,1dgm,1_0007,5.8978,-0.8543,4.0462
3395,1dgm,1_0008,5.6539,-0.5459,4.5864
3396,1dgm,1_0009,5.5401,-0.9137,5.8025
3397,1dgm,1_000x,3.87,-0.63,2.93
3398,1dgm,1_0010,5.3217,-0.8616,5.6701
3399,1dgm,1_0011,5.2624,-1.2244,5.1312
3400,1dgm,1_0012,5.2442,-0.9159,3.1027
3401,1dgm,1_0013,5.2345,-1.5913,5.0603
3402,1dgm,1_0014,5.2326,-0.4829,4.8114
3403,1dgm,1_0015,5.2175,-0.525,4.5296
3404,1dgm,1_0016,5.111,-0.4179,5.2282
3405,1dgm,1_0017,5.009,-0.2707,4.5952
3406,1dgm,1_0018,4.9397,-0.6014,5.025
3407,1dgm,1_0019,4.9337,-0.4499,3.4136
3408,1dhi,1_0000,12.4081,-1.1915,10.0061
3409,1dhi,1_0001,11.1095,-1.1054,8.7495
3410,1dhi,1_0002,10.8405,-1.0765,8.5229
3411,1dhi,1_0003,10.6545,-1.5934,7.7073
3412,1dhi,1_0004,10.4336,-0.7145,7.8652
3413,1dhi,1_0005,10.3026,-1.7049,7.2382
3414,1dhi,1_0006,10.1099,-1.0052,8.168
3415,1dhi,1_0007,10.0626,-0.8153,9.504
3416,1dhi,1_0008,10.0081,-1.1852,7.916
3417,1dhi,1_0009,9.9464,-0.9676,7.8995
3418,1dhi,1_000x,7.74,-0.95,5.16
3419,1dhi,1_0010,9.8982,-1.5109,6.6758
3420,1dhi,1_0011,9.767,-1.0168,7.0894
3421,1dhi,1_0012,9.7556,-0.9849,8.3606
3422,1dhi,1_0013,9.6954,-1.1515,6.9458
3423,1dhi,1_0014,9.6826,-0.656,9.9352
3424,1dhi,1_0015,9.6297,-1.4626,7.3098
3425,1dhi,1_0016,9.5782,-0.7074,6.3775
3426,1dhi,1_0017,9.5609,-3.4912,7.1851
3427,1dhi,1_0018,9.5592,-1.3336,7.5073
3428,1dhi,1_0019,9.5553,-0.6779,6.4309
3429,1dhj,1_0000,10.3377,-1.408,9.3508
3430,1dhj,1_0001,10.1887,-1.5098,10.1404
3431,1dhj,1_0002,10.0341,-1.1302,9.5152
3432,1dhj,1_0003,9.5978,-0.7413,8.0419
3433,1dhj,1_0004,9.5685,-1.1217,8.3182
3434,1dhj,1_0005,9.2814,-2.1151,4.1512
3435,1dhj,1_0006,9.2383,-2.2908,4.5047
3436,1dhj,1_0007,9.2331,-0.6506,7.0007
3437,1dhj,1_0008,9.1002,-3.0672,8.9296
3438,1dhj,1_0009,8.9995,-1.0472,8.6012
3439,1dhj,1_000x,7.45,-1.42,4.15
3440,1dhj,1_0010,8.9196,-1.9326,5.0803
3441,1dhj,1_0011,8.8611,-2.0453,4.5039
3442,1dhj,1_0012,8.8011,-1.9394,8.4731
3443,1dhj,1_0013,8.7651,-1.8707,8.8009
3444,1dhj,1_0014,8.6469,-1.1621,7.311
3445,1dhj,1_0015,8.5879,-2.199,5.7253
3446,1dhj,1_0016,8.5614,-0.7067,8.765
3447,1dhj,1_0017,8.52,-1.5144,8.0682
3448,1dhj,1_0018,8.517,-1.4551,6.9515
3449,1dhj,1_0019,8.498,-0.9421,9.283
3450,1dif,1_0000,16.3451,-2.0544,7.6982
3451,1dif,1_0001,16.1717,-2.0943,6.9918
3452,1dif,1_0002,15.7605,-2.7254,7.8111
3453,1dif,1_0003,15.6723,-2.0404,7.419
3454,1dif,1_0004,15.2409,-3.2404,7.7203
3455,1dif,1_0005,15.1849,-3.2362,7.8167
3456,1dif,1_0006,14.6022,-2.0529,6.5
3457,1dif,1_0007,12.5113,-4.7875,4.5919
3458,1dif,1_0008,11.9599,-4.522,6.6542
3459,1dif,1_0009,11.7874,-6.2214,7.1759
3460,1dif,1_000x,15.37,-2.71,7.94
3461,1dif,1_0010,11.7778,-4.1888,2.5438
3462,1dif,1_0011,11.6783,-5.8199,7.0673
3463,1dif,1_0012,11.5483,-5.7169,2.8818
3464,1dif,1_0013,11.2867,-5.4456,4.7849
3465,1dif,1_0014,10.8951,-6.2344,4.4353
3466,1dif,1_0015,10.8056,-4.3261,3.9968
3467,1dif,1_0016,10.7726,-5.7136,4.0349
3468,1dif,1_0017,10.7651,-5.2232,4.2377
3469,1dif,1_0018,10.7381,-5.2606,2.5552
3470,1dif,1_0019,10.534,-3.7374,5.9106
3471,1dl7,1_0000,7.4927,-0.9684,2.0798
3472,1dl7,1_0001,7.4731,-0.8115,1.9437
3473,1dl7,1_0002,7.4721,-0.89,2.1688
3474,1dl7,1_0003,7.3401,-1.144,2.0709
3475,1dl7,1_0004,7.2756,-1.1063,2.0189
3476,1dl7,1_0005,7.233,-1.2996,2.0724
3477,1dl7,1_0006,7.1128,-0.9111,2.0101
3478,1dl7,1_0007,6.8889,-1.634,2.5439
3479,1dl7,1_0008,6.8318,-1.01,2.1527
3480,1dl7,1_0009,6.7945,-0.9832,2.3175
3481,1dl7,1_000x,3.34,-1.65,1.17
3482,1dl7,1_0010,6.7899,-0.9422,1.9849
3483,1dl7,1_0011,6.7777,-1.0882,1.8889
3484,1dl7,1_0012,6.7356,-1.1539,1.6439
3485,1dl7,1_0013,6.6737,-1.2062,1.7144
3486,1dl7,1_0014,6.5943,-1.1512,2.1835
3487,1dl7,1_0015,6.5935,-1.0785,1.8881
3488,1dl7,1_0016,6.5204,-1.0725,1.6893
3489,1dl7,1_0017,6.5041,-0.6724,2.022
3490,1dl7,1_0018,6.4913,-0.5921,1.9461
3491,1dl7,1_0019,6.4598,-1.0265,0.9919
3492,1dmp,1_0000,15.3189,-2.4199,7.1153
3493,1dmp,1_0001,14.559,-3.187,5.8678
3494,1dmp,1_0002,14.4746,-2.721,7.0639
3495,1dmp,1_0003,14.2859,-3.1294,5.4426
3496,1dmp,1_0004,14.2819,-2.4397,6.282
3497,1dmp,1_0005,13.9358,-4.0476,4.8292
3498,1dmp,1_0006,13.6705,-3.4368,4.8471
3499,1dmp,1_0007,13.3712,-4.126,6.3914
3500,1dmp,1_0008,13.1255,-4.2558,4.6885
3501,1dmp,1_0009,13.1027,-3.5104,4.9701
3502,1dmp,1_000x,11.21,-4.28,6.15
3503,1dmp,1_0010,13.0748,-3.4064,6.003
3504,1dmp,1_0011,12.9673,-2.9784,4.7412
3505,1dmp,1_0012,12.8941,-5.4956,5.4905
3506,1dmp,1_0013,12.8384,-4.1358,5.8549
3507,1dmp,1_0014,12.4862,-3.9688,5.734
3508,1dmp,1_0015,12.3414,-3.2458,4.4612
3509,1dmp,1_0016,12.2827,-4.2568,6.559
3510,1dmp,1_0017,12.2226,-4.2094,4.4861
3511,1dmp,1_0018,12.1407,-4.6153,4.6352
3512,1dmp,1_0019,11.5157,-4.1764,5.28
3513,1dqn,1_0000,13.1479,-0.4288,12.7104
3514,1dqn,1_0001,13.119,-0.7257,12.9041
3515,1dqn,1_0002,12.9925,-0.8615,12.9401
3516,1dqn,1_0003,12.5659,-0.6787,11.0042
3517,1dqn,1_0004,12.4975,-0.7472,11.6173
3518,1dqn,1_0005,12.0602,-0.7348,11.3242
3519,1dqn,1_0006,12.0282,-0.7627,11.626
3520,1dqn,1_0007,11.9451,-0.4911,11.6518
3521,1dqn,1_0008,11.8897,-0.4945,11.1597
3522,1dqn,1_0009,11.8289,-0.7916,11.0474
3523,1dqn,1_000x,9.93,-0.86,8.91
3524,1dqn,1_0010,11.7962,-0.6221,11.257
3525,1dqn,1_0011,11.7495,-0.8932,11.6043
3526,1dqn,1_0012,11.7013,-0.5846,11.522
3527,1dqn,1_0013,11.6979,-0.9587,10.5017
3528,1dqn,1_0014,11.5814,-0.595,11.4141
3529,1dqn,1_0015,11.5642,-0.7707,10.9653
3530,1dqn,1_0016,11.4717,-0.4863,10.6287
3531,1dqn,1_0017,11.3847,-1.2498,11.8035
3532,1dqn,1_0018,10.8933,-1.2594,10.8971
3533,1dqn,1_0019,10.1615,-1.5715,10.5492
3534,1drj,1_0000,13.798,-0.8366,12.5343
3535,1drj,1_0001,9.9384,-1.937,9.9545
3536,1drj,1_0002,9.3936,-1.5486,8.2968
3537,1drj,1_0003,8.5921,-1.3993,7.8093
3538,1drj,1_0004,5.9711,-3.4099,7.9883
3539,1drj,1_0005,5.7975,-2.5246,5.8059
3540,1drj,1_0006,5.4274,-2.606,5.733
3541,1drj,1_0007,5.3747,-3.1272,6.388
3542,1drj,1_0008,5.291,-1.6451,5.817
3543,1drj,1_0009,4.7039,-2.3391,5.0543
3544,1drj,1_000x,13.47,-1.04,12.42
3545,1drj,1_0010,4.0842,-3.6232,5.3286
3546,1drj,1_0011,4.0589,-3.1265,5.0678
3547,1drj,1_0012,2.7744,-3.2297,4.1979
3548,1drj,1_0013,1.4164,-2.7573,1.8213
3549,1drk,1_0000,13.702,-0.9353,12.3102
3550,1drk,1_0001,11.377,-1.4479,10.8209
3551,1drk,1_0002,10.1672,-2.0317,9.5861
3552,1drk,1_0003,9.162,-1.3121,7.8581
3553,1drk,1_0004,8.2845,-2.0301,8.0125
3554,1drk,1_0005,6.7175,-2.6773,7.1707
3555,1drk,1_0006,6.1359,-2.3005,6.1448
3556,1drk,1_0007,5.4845,-2.601,5.9232
3557,1drk,1_0008,4.6244,-2.1691,4.0773
3558,1drk,1_0009,4.4564,-3.509,4.9391
3559,1drk,1_000x,13.44,-1.13,12.21
3560,1drk,1_0010,4.4478,-3.0327,5.6859
3561,1drk,1_0011,4.3509,-3.0087,6.3535
3562,1drk,1_0012,3.7287,-2.5453,3.7768
3563,1drk,1_0013,3.4301,-2.278,3.3918
3564,1drk,1_0014,2.0117,-3.6661,2.5888
3565,1drv,1_0000,14.6802,-2.4477,11.5459
3566,1drv,1_0001,14.3232,-3.1584,11.4952
3567,1drv,1_0002,13.8457,-2.8234,12.0342
3568,1drv,1_0003,13.7765,-1.6695,10.0334
3569,1drv,1_0004,13.0374,-2.0922,10.0169
3570,1drv,1_0005,12.9755,-2.9671,11.5917
3571,1drv,1_0006,12.7967,-1.6014,8.6857
3572,1drv,1_0007,12.7617,-2.3427,10.7543
3573,1drv,1_0008,12.6295,-2.4553,10.9377
3574,1drv,1_0009,12.5227,-1.8524,9.9351
3575,1drv,1_000x,14.59,-3.03,10.05
3576,1drv,1_0010,12.4779,-1.841,9.1934
3577,1drv,1_0011,12.4399,-1.8329,9.2796
3578,1drv,1_0012,12.4378,-1.4987,10.394
3579,1drv,1_0013,12.3895,-3.9608,11.3082
3580,1drv,1_0014,12.3712,-1.7925,8.9061
3581,1drv,1_0015,12.2533,-1.8541,10.4283
3582,1drv,1_0016,12.1314,-2.9244,9.5761
3583,1drv,1_0017,12.0455,-1.636,8.5664
3584,1drv,1_0018,11.9451,-1.9405,9.5984
3585,1drv,1_0019,11.9265,-2.5134,10.0324
3586,1dud,1_0000,9.2867,-0.9716,9.6816
3587,1dud,1_0001,8.7857,-0.8265,8.9282
3588,1dud,1_0002,8.6188,-0.7032,8.4939
3589,1dud,1_0003,8.581,-0.8969,8.0146
3590,1dud,1_0004,8.4208,-0.6511,7.71
3591,1dud,1_0005,8.0588,-0.6953,8.6766
3592,1dud,1_0006,7.9379,-0.7646,9.3057
3593,1dud,1_0007,7.8236,-1.179,8.2736
3594,1dud,1_0008,7.7851,-0.6868,7.4982
3595,1dud,1_0009,7.6904,-0.6943,7.7887
3596,1dud,1_000x,8.52,-0.67,8.13
3597,1dud,1_0010,7.6878,-0.6238,7.8589
3598,1dud,1_0011,7.5843,-0.6209,7.3042
3599,1dud,1_0012,7.4979,-1.1661,8.2449
3600,1dud,1_0013,7.3825,-0.8779,8.7847
3601,1dud,1_0014,7.2736,-0.6297,7.0254
3602,1dud,1_0015,7.178,-0.8763,6.9004
3603,1dud,1_0016,7.0939,-0.5312,6.823
3604,1dud,1_0017,7.0318,-1.051,7.7215
3605,1dud,1_0018,6.8378,-1.9813,5.6575
3606,1dud,1_0019,6.7956,-1.9155,5.6566
3607,1duv,1_0000,15.5223,-1.2917,14.3473
3608,1duv,1_0001,14.6176,-1.5462,14.1942
3609,1duv,1_0002,14.5365,-1.5294,13.9261
3610,1duv,1_0003,14.3222,-1.887,14.2769
3611,1duv,1_0004,14.2629,-1.5663,14.1711
3612,1duv,1_0005,14.1124,-1.3532,13.0902
3613,1duv,1_0006,13.7255,-1.7671,13.6809
3614,1duv,1_0007,12.7814,-1.5087,12.4988
3615,1duv,1_0008,12.3312,-1.4549,12.1992
3616,1duv,1_0009,12.0309,-1.7386,11.1753
3617,1duv,1_000x,12.8,-1.52,12.66
3618,1duv,1_0010,11.4873,-2.3196,12.1756
3619,1duv,1_0011,11.3966,-1.8331,11.3558
3620,1duv,1_0012,11.3113,-1.4571,10.9536
3621,1duv,1_0013,11.0246,-1.4848,11.1613
3622,1duv,1_0014,10.8877,-1.9146,10.7599
3623,1duv,1_0015,10.864,-1.7524,9.7913
3624,1duv,1_0016,10.851,-1.5398,10.3984
3625,1duv,1_0017,10.8124,-2.6167,10.8671
3626,1duv,1_0018,10.7769,-2.1793,10.6166
3627,1duv,1_0019,10.4268,-1.4944,10.0253
3628,1dy4,1_0000,11.3906,-0.6587,5.4034
3629,1dy4,1_0001,10.2834,-0.7534,5.6555
